% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 16:01
% Dimension:          1
% Nodes:              1965
% Expressions:        21
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
11.159750187965743,0,3.3301181612678397E22,6.660236322536145E22,9.990354483803306E22,1.332047264507273E23,1.6650590806340553E23,1.998070896760592E23,2.331082712887523E23,2.6640945290145476E23,2.9971063451408514E23,3.33011816126776E23,3.66312997739474E23,3.996141793521184E23,4.329153609648474E23,4.662165425775103E23,4.9951772419016786E23,5.328189058029092E23,5.6612008741555896E23,5.994212690282169E23,6.32722450640972E23,6.66023632253617E23
11.161561541615038,0,3.3301181345531968E22,6.660236269106867E22,9.99035440365939E22,1.3320472538214188E23,1.665059067276734E23,1.9980708807318073E23,2.331082694187273E23,2.6640945076428386E23,2.9971063210976822E23,3.330118134553113E23,3.663129948008639E23,3.9961417614636145E23,4.329153574919433E23,4.6621653883746096E23,4.995177201829725E23,5.328189015285675E23,5.661200828740702E23,5.994212642195819E23,6.327224455651903E23,6.66023626910689E23
11.180245461754264,0,3.33011071281561E22,6.660221425631712E22,9.990332138446652E22,1.3320442851263885E23,1.665055356407947E23,1.9980664276892667E23,2.3310774989709648E23,2.6640885702527773E23,2.9970996415338452E23,3.3301107128155466E23,3.663121784097302E23,3.9961328553785334E23,4.329143926660583E23,4.6621549979419866E23,4.995166069223355E23,5.328177140505554E23,5.661188211786817E23,5.994199283068174E23,6.327210354350489E23,6.660221425631739E23
11.250102708300458,0,3.3302515650187254E22,6.660503130037908E22,9.990754695055957E22,1.3321006260076308E23,1.6651257825095018E23,1.998150939011127E23,2.331176095513143E23,2.664201252015263E23,2.9972264085166616E23,3.3302515650186626E23,3.6632767215207294E23,3.9963018780222546E23,4.3293270345246334E23,4.6623521910263506E23,4.995377347528014E23,5.328402504030523E23,5.66142766053212E23,5.9944528170337795E23,6.32747797353641E23,6.660503130037965E23
11.250482890903967,0,3.3302515696549937E22,6.660503139310452E22,9.990754708964772E22,1.3321006278621386E23,1.6651257848276362E23,1.998150941792889E23,2.3311760987585318E23,2.6642012557242782E23,2.9972264126893022E23,3.330251569654931E23,3.663276726620624E23,3.996301883585779E23,4.329327040551786E23,4.662352197517127E23,4.995377354482416E23,5.3284025114485544E23,5.661427668413776E23,5.994452825379058E23,6.327477982345318E23,6.660503139310503E23
11.253993791254933,0,3.3302516670836257E22,6.660503334167711E22,9.990755001250682E22,1.3321006668335915E23,1.6651258335419532E23,1.9981510002500692E23,2.331176166958574E23,2.6642013336671848E23,2.997226500375069E23,3.330251667083557E23,3.66327683379212E23,3.99630200050014E23,4.3293271672090024E23,4.662352333917206E23,4.9953775006253626E23,5.328402667334366E23,5.661427834042451E23,5.994453000750586E23,6.327478167459712E23,6.660503334167763E23
11.323173395345853,0,3.3304230694728443E22,6.660846138946144E22,9.991269208418314E22,1.3321692277892763E23,1.6652115347365582E23,1.998253841683598E23,2.3312961486310262E23,2.6643384555785536E23,2.9973807625253616E23,3.330423069472764E23,3.663465376420249E23,3.996507683367196E23,4.3295499903149816E23,4.662592297262107E23,4.9956346042091774E23,5.328676911157105E23,5.661719218104098E23,5.9947615250511795E23,6.327803831999223E23,6.660846138946185E23
11.327094442146192,0,3.3305394699924534E22,6.661078939985359E22,9.991618409977143E22,1.3322157879971198E23,1.6652697349963657E23,1.9983236819953642E23,2.3313776289947522E23,2.6644315759942406E23,2.997485522993012E23,3.33053946999238E23,3.663593416991825E23,3.996647363990729E23,4.329701310990471E23,4.662755257989566E23,4.9958092049886056E23,5.328863151988479E23,5.661917098987445E23,5.9949710459864754E23,6.328024992986485E23,6.661078939985415E23
11.33910608073637,0,3.3306179807873363E22,6.6612359615751565E22,9.991853942361809E22,1.332247192315076E23,1.6653089903938076E23,1.998370788472295E23,2.3314325865511686E23,2.664494384630154E23,2.9975561827084117E23,3.330617980787267E23,3.663679778866201E23,3.99674157694459E23,4.329803375023835E23,4.662865173102398E23,4.995926971180935E23,5.328988769260304E23,5.662050567338769E23,5.995112365417267E23,6.328174163496767E23,6.661235961575185E23
11.341988576701747,0,3.3306178846956668E22,6.661235769391812E22,9.991853654086775E22,1.3322471538784092E23,1.665308942347973E23,1.9983707308172915E23,2.3314325192870026E23,2.664494307756819E23,2.9975560962259046E23,3.3306178846955945E23,3.663679673165359E23,3.996741461634583E23,4.3298032501046595E23,4.662865038574065E23,4.99592682704343E23,5.3289886155136366E23,5.662050403982928E23,5.995112192452255E23,6.328173980922592E23,6.661235769391847E23
11.376006233963384,0,3.3299211166207466E22,6.659842233241961E22,9.989763349862065E22,1.3319684466484386E23,1.664960558310519E23,1.997952669972348E23,2.3309447816345604E23,2.6639368932968785E23,2.9969290049584845E23,3.3299211166206906E23,3.662913228282948E23,3.9959053399446966E23,4.32889745160727E23,4.661889563269179E23,4.994881674931059E23,5.327873786593754E23,5.6608658982555596E23,5.993858009917415E23,6.326850121580263E23,6.659842233242032E23
11.431863880342709,0,3.330341455069024E22,6.660682910138516E22,9.991024365206904E22,1.3321365820277514E23,1.6651707275346523E23,1.9982048730413123E23,2.3312390185483544E23,2.6642731640555056E23,2.997307309561932E23,3.330341455068954E23,3.6633756005760475E23,3.996409746082625E23,4.329443891590028E23,4.6624780370967625E23,4.995512182603457E23,5.328546328111006E23,5.6615804736176305E23,5.9946146191243015E23,6.327648764631981E23,6.66068291013856E23
11.443515592386248,0,3.330357699925036E22,6.660715399850523E22,9.991073099774873E22,1.3321430799701497E23,1.6651788499626544E23,1.9982146199549088E23,2.3312503899475528E23,2.6642861599403018E23,2.9973219299323304E23,3.330357699924958E23,3.663393469917652E23,3.9964292399098177E23,4.3294650099028166E23,4.66250077989517E23,4.9955365498874596E23,5.328572319880599E23,5.661608089872823E23,5.994643859865121E23,6.327679629858376E23,6.660715399850573E23
11.45731702422105,0,3.3303576575463947E22,6.660715315093265E22,9.991072972638966E22,1.3321430630186978E23,1.6651788287733387E23,1.9982145945277267E23,2.331250360282509E23,2.6642861260373986E23,2.9973218917915608E23,3.330357657546335E23,3.663393423301163E23,3.996429189055454E23,4.329464954810596E23,4.662500720565076E23,4.995536486319509E23,5.328572252074791E23,5.661608017829153E23,5.994643783583573E23,6.327679549338968E23,6.660715315093314E23
11.480051146331792,0,3.32984446489439E22,6.659688929789248E22,9.98953339468294E22,1.3319377859578936E23,1.6649222324473346E23,1.9979066789365263E23,2.330891125426099E23,2.6638755719157886E23,2.9968600184047538E23,3.3298444648943216E23,3.662828911383952E23,3.995813357873053E23,4.328797804362991E23,4.661782250852259E23,4.9947666973415086E23,5.3277511438315744E23,5.660735590320728E23,5.9937200368099545E23,6.326704483300169E23,6.65968892978929E23
11.498561286669837,0,3.3298446880445666E22,6.659689376089598E22,9.98953406413349E22,1.3319378752179655E23,1.664922344022421E23,1.9979068128266322E23,2.330891281631232E23,2.6638757504359338E23,2.9968602192399143E23,3.329844688044499E23,3.662829156849145E23,3.995813625653265E23,4.328798094458215E23,4.6617825632625314E23,4.9947670320667743E23,5.327751500871862E23,5.660735969676042E23,5.9937204384802715E23,6.326704907285514E23,6.65968937608964E23
11.501873533516726,0,3.3298447219267176E22,6.6596894438539125E22,9.989534165779944E22,1.3319378887708276E23,1.6649223609634996E23,1.9979068331559268E23,2.3308913053487315E23,2.6638757775416576E23,2.9968602497338533E23,3.329844721926656E23,3.662829194119521E23,3.9958136663118536E23,4.328798138505013E23,4.661782610697535E23,4.9947670828900116E23,5.3277515550833105E23,5.6607360272757014E23,5.9937204994681454E23,6.326704971661594E23,6.659689443853953E23
11.54964188419559,0,3.3298963161989763E22,6.659792632398411E22,9.98968894859674E22,1.3319585264797301E23,1.6649481580996344E23,1.997937789719279E23,2.3309274213393216E23,2.663917052959462E23,2.9969066845788817E23,3.329896316198903E23,3.6628859478190024E23,3.995875579438558E23,4.3288652110589574E23,4.6618548426787023E23,4.994844474298395E23,5.3278341059189204E23,5.6608237375385365E23,5.993813369158217E23,6.326803000778894E23,6.659792632398483E23
11.584096058700185,0,3.3303159205092896E22,6.660631841019054E22,9.990947761527662E22,1.3321263682038573E23,1.665157960254784E23,1.9981895523054646E23,2.3312211443565354E23,2.664252736407716E23,2.9972843284581643E23,3.3303159205092264E23,3.663347512560345E23,3.996379104610929E23,4.329410696662364E23,4.662442288713135E23,4.995473880763853E23,5.328505472815429E23,5.661537064866062E23,5.994568656916768E23,6.32760024896848E23,6.660631841019089E23
11.58909037625635,0,3.3303400008193596E22,6.660680001639188E22,9.991020002457878E22,1.3321360003278871E23,1.6651700004098203E23,1.9982040004915092E23,2.331238000573583E23,2.6642720006557745E23,2.9973060007372306E23,3.3303400008193003E23,3.663374000901418E23,3.996408000983019E23,4.329442001065449E23,4.662476001147227E23,4.9955100012289696E23,5.3285440013115484E23,5.6615780013931904E23,5.99461200147491E23,6.327646001557614E23,6.660680001639229E23
11.627586165322413,0,3.3304275675465633E22,6.66085513509359E22,9.991282702639468E22,1.332171027018763E23,1.66521378377342E23,1.9982565405278306E23,2.3312992972826255E23,2.6643420540375282E23,2.9973848107916997E23,3.330427567546487E23,3.663470324301335E23,3.996513081055661E23,4.329555837810806E23,4.662598594565313E23,4.995641351319761E23,5.328684108075052E23,5.661726864829425E23,5.9947696215838544E23,6.327812378339284E23,6.660855135093624E23
11.639219036677574,0,3.3304275624768955E22,6.660855124954258E22,9.991282687430489E22,1.3321710249908986E23,1.6652137812385868E23,1.9982565374860304E23,2.3312992937338682E23,2.6643420499817993E23,2.997384806229007E23,3.330427562476828E23,3.6634703187247125E23,3.9965130749720614E23,4.3295558312202525E23,4.6625985874677914E23,4.995641343715259E23,5.3286840999635945E23,5.661726856211E23,5.99476961245847E23,6.327812368706933E23,6.6608551249543E23
11.650210482065889,0,3.3304274816110588E22,6.660854963222589E22,9.991282444832964E22,1.3321709926445644E23,1.6652137408056674E23,1.9982564889665267E23,2.3312992371277743E23,2.6643419852891302E23,2.9973847334497624E23,3.330427481610991E23,3.663470229772282E23,3.996512977933054E23,4.3295557260946546E23,4.6625984742556096E23,4.995641222416513E23,5.328683970578258E23,5.661726718739083E23,5.994769466899956E23,6.327812215061823E23,6.660854963222625E23
11.651182349989888,0,3.3304275062874083E22,6.660855012575283E22,9.991282518862012E22,1.3321710025151014E23,1.665213753143841E23,1.998256503772336E23,2.3312992544012187E23,2.6643420050302035E23,2.997384755658475E23,3.3304275062873325E23,3.663470256916266E23,3.9965130075446725E23,4.3295557581739036E23,4.662598508802493E23,4.9956412594310296E23,5.3286840100604056E23,5.661726760688876E23,5.994769511317381E23,6.327812261946885E23,6.66085501257532E23
11.651287109281022,0,3.3304275166778154E22,6.6608550333560964E22,9.991282550033232E22,1.332171006671264E23,1.6652137583390452E23,1.9982565100065803E23,2.331299261674504E23,2.664342013342529E23,2.99738476500984E23,3.33042751667774E23,3.663470268345715E23,3.9965130200131606E23,4.329555771681434E23,4.662598523349064E23,4.995641275016639E23,5.328684026685056E23,5.661726778352568E23,5.994769530020115E23,6.327812281688656E23,6.660855033356135E23
11.652825068033533,0,3.3304274991235492E22,6.660854998247569E22,9.991282497370427E22,1.3321709996495588E23,1.665213749561913E23,1.99825649947402E23,2.3312992493865236E23,2.664341999299119E23,2.9973847492109995E23,3.330427499123479E23,3.663470249036022E23,3.9965129989480405E23,4.3295557488608844E23,4.662598498773102E23,4.995641248685235E23,5.328683998598235E23,5.661726748510309E23,5.99476949842244E23,6.327812248335551E23,6.660854998247604E23
11.66462604812697,0,3.3304543575469927E22,6.660908715094451E22,9.991363072640779E22,1.3321817430189357E23,1.665227178773637E23,1.9982726145280846E23,2.3313180502829253E23,2.664363486037874E23,2.997408921792097E23,3.330454357546917E23,3.6634997933018126E23,3.99654522905617E23,4.329590664811378E23,4.6626361005659056E23,4.9956815363204084E23,5.328726972075743E23,5.6617724078301556E23,5.994817843584624E23,6.327863279340106E23,6.660908715094506E23
11.67746551495652,0,3.3296496730980473E22,6.659299346196546E22,9.988949019293919E22,1.331859869239356E23,1.664824836549161E23,1.9977898038587157E23,2.330754771168659E23,2.6637197384787133E23,2.9966847057880345E23,3.329649673097973E23,3.662614640407973E23,3.9955796077174314E23,4.3285445750277444E23,4.6615095423373696E23,4.9944745096469934E23,5.327439476957424E23,5.660404444266939E23,5.993369411576519E23,6.326334378887089E23,6.659299346196596E23
11.680566490213675,0,3.329649689192698E22,6.659299378385864E22,9.9889490675779E22,1.3318598756772199E23,1.6648248445964872E23,1.9977898135155067E23,2.330754782434917E23,2.663719751354441E23,2.9966847202732247E23,3.329649689192628E23,3.662614658112086E23,3.995579627031014E23,4.3285445959508024E23,4.6615095648698995E23,4.99447453378898E23,5.3274395027088794E23,5.660404471627851E23,5.993369440546896E23,6.326334409466942E23,6.659299378385903E23
11.683048223310177,0,3.329649683699791E22,6.659299367400053E22,9.988949051099174E22,1.3318598734800557E23,1.6648248418500345E23,1.9977898102197646E23,2.330754778589886E23,2.6637197469601137E23,2.9966847153296143E23,3.32964968369972E23,3.6626146520698886E23,3.99557962043953E23,4.3285445888100254E23,4.661509557179835E23,4.99447452554962E23,5.327439493920223E23,5.660404462289917E23,5.993369430659673E23,6.326334399030414E23,6.659299367400088E23
11.697071171892372,0,3.3285544675081806E22,6.657108935016846E22,9.985663402524354E22,1.3314217870034122E23,1.6642772337542342E23,1.9971326805048013E23,2.329988127255764E23,2.6628435740068267E23,2.9956990207571703E23,3.3285544675081195E23,3.661409914259129E23,3.994265361009603E23,4.32712080776094E23,4.659976254511589E23,4.992831701262201E23,5.3256871480136486E23,5.658542594764195E23,5.991398041514795E23,6.324253488266394E23,6.657108935016886E23
11.763734163668675,0,3.329468348837871E22,6.65893669767623E22,9.98840504651345E22,1.331787339535291E23,1.66473417441908E23,1.9976810093026234E23,2.3306278441865533E23,2.663574679070583E23,2.9965215139538938E23,3.329468348837812E23,3.66241518372179E23,3.9953620186052474E23,4.328308853489526E23,4.66125568837316E23,4.99420252325674E23,5.327149358141164E23,5.66009619302467E23,5.993043027908239E23,6.325989862792805E23,6.658936697676266E23
11.764990913853264,0,3.329869711861361E22,6.659739423723205E22,9.989609135583897E22,1.3319478847446846E23,1.664934855930822E23,1.9979218271167117E23,2.3309087983029958E23,2.6638957694893706E23,2.996882740675033E23,3.329869711861297E23,3.662856683047622E23,3.9958436542334233E23,4.328830625420065E23,4.661817596606043E23,4.994804567791973E23,5.3277915389787384E23,5.660778510164601E23,5.9937654813505155E23,6.326752452537421E23,6.659739423723235E23
11.773381457505225,0,3.329903364386468E22,6.659806728773409E22,9.989710093159195E22,1.331961345754727E23,1.6649516821933726E23,1.9979420186317742E23,2.3309323550705644E23,2.6639226915094552E23,2.9969130279476263E23,3.3299033643863996E23,3.6628937008252445E23,3.9958840372635484E23,4.328874373702693E23,4.661864710141184E23,4.994855046579634E23,5.327845383018908E23,5.660835719457285E23,5.993826055895714E23,6.326816392335111E23,6.659806728773449E23
11.800007536805124,0,3.3299791463304573E22,6.659958292661393E22,9.989937438991171E22,1.3319916585323235E23,1.66498957316537E23,1.997987487798163E23,2.3309854024313634E23,2.663983317064649E23,2.996981231697219E23,3.3299791463303925E23,3.662977060963637E23,3.995974975596326E23,4.328972890229889E23,4.6619708048627846E23,4.994968719495623E23,5.327966634129294E23,5.6609645487620596E23,5.993962463394888E23,6.326960378028688E23,6.659958292661432E23
11.811436156079123,0,3.3299792500810496E22,6.659958500162563E22,9.989937750242951E22,1.3319917000325618E23,1.664989625040666E23,1.997987550048522E23,2.3309854750567727E23,2.663983400065126E23,2.9969813250727537E23,3.329979250080976E23,3.662977175089279E23,3.995975100097044E23,4.328973025105653E23,4.661970950113607E23,4.9949688751215104E23,5.327966800130247E23,5.660964725138076E23,5.993962650145956E23,6.326960575154814E23,6.659958500162615E23
11.814696533539303,0,3.329979217546994E22,6.6599584350944386E22,9.989937652640774E22,1.3319916870189374E23,1.6649896087736363E23,1.9979875305280874E23,2.3309854522829247E23,2.663983374037877E23,2.9969812957921004E23,3.3299792175469196E23,3.662977139301808E23,3.995975061056175E23,4.3289729828113745E23,4.661970904565907E23,4.994968826320416E23,5.3279667480757495E23,5.6609646698301654E23,5.9939625915846376E23,6.326960513340092E23,6.659958435094497E23
11.869505881602585,0,3.3282133800856364E22,6.6564267601717585E22,9.984640140256706E22,1.3312853520343992E23,1.6641066900429603E23,1.9969280280512765E23,2.3297493660599795E23,2.6625707040688E23,2.995392042076877E23,3.3282133800855656E23,3.661034718094324E23,3.993856056102552E23,4.326677394111614E23,4.659498732120025E23,4.992320070128396E23,5.325141408137597E23,5.6579627461458555E23,5.990784084154207E23,6.323605422163542E23,6.656426760171798E23
11.875474346269046,0,3.3282133514407232E22,6.656426702881902E22,9.984640054321947E22,1.3312853405764292E23,1.664106675720499E23,1.996928010864324E23,2.329749346008542E23,2.6625706811528604E23,2.9953920162964505E23,3.328213351440648E23,3.66103468658491E23,3.9938560217286486E23,4.326677356873222E23,4.659498692017147E23,4.9923200271610154E23,5.325141362305717E23,5.6579626974494955E23,5.9907840325933534E23,6.323605367738204E23,6.656426702881948E23
11.89629906530254,0,3.328376814524041E22,6.656753629048532E22,9.985130443571916E22,1.3313507258097533E23,1.6641884072621595E23,1.997026088714315E23,2.3298637701668604E23,2.6627014516195093E23,2.9955391330714274E23,3.3283768145239646E23,3.661214495976549E23,3.994052177428631E23,4.326889858881526E23,4.6597275403337785E23,4.99256522178598E23,5.325402903239013E23,5.658240584691141E23,5.991078266143305E23,6.32391594759649E23,6.656753629048584E23
11.921410300365462,0,3.328376835322308E22,6.65675367064508E22,9.985130505966708E22,1.331350734129063E23,1.664188417661294E23,1.9970261011932732E23,2.329863784725644E23,2.6627014682581298E23,2.995539151789873E23,3.328376835322223E23,3.66121451885466E23,3.9940522023865484E23,4.326889885919289E23,4.659727569451342E23,4.992565252983385E23,5.325402936516252E23,5.6582406200481994E23,5.991078303580198E23,6.323915987113207E23,6.656753670645128E23
11.954778195750194,0,3.3283772669360943E22,6.656754533872657E22,9.985131800808068E22,1.3313509067745765E23,1.664188633468187E23,1.997026360161551E23,2.329864086855298E23,2.6627018135491556E23,2.995539540242285E23,3.32837726693602E23,3.661214993629817E23,3.9940527203231024E23,4.3268904470171974E23,4.659728173710656E23,4.9925659004040706E23,5.325403627098306E23,5.658241353791625E23,5.9910790804850133E23,6.323916807179402E23,6.656754533872704E23
11.9560443033387,0,3.328377263583344E22,6.656754527167147E22,9.985131790749813E22,1.3313509054334764E23,1.6641886317918117E23,1.9970263581498962E23,2.329864084508373E23,2.6627018108669556E23,2.9955395372248116E23,3.328377263583269E23,3.661214989941792E23,3.994052716299793E23,4.326890442658621E23,4.659728169016807E23,4.992565895374942E23,5.325403621733906E23,5.6582413480919484E23,5.9910790744500675E23,6.323916800809178E23,6.656754527167201E23
11.9826277358483,0,3.32844276538947E22,6.656885530779397E22,9.985328296168224E22,1.3313771061559286E23,1.6642213826948716E23,1.997065659233577E23,2.329909935772662E23,2.66275421231186E23,2.9955984888503294E23,3.328442765389399E23,3.66128704192854E23,3.9941313184671554E23,4.326975595006604E23,4.659819871545381E23,4.992664148084133E23,5.3255084246237145E23,5.6583527011623705E23,5.9911969777010944E23,6.324041254240821E23,6.65688553077943E23
11.983654999895863,0,3.328442858546745E22,6.6568857170939444E22,9.98532857564005E22,1.3313771434188387E23,1.6642214292735074E23,1.9970657151279418E23,2.3299100009827528E23,2.6627542868376805E23,2.9955985726918777E23,3.328442858546674E23,3.6612871444015395E23,3.994131430255886E23,4.3269757161110566E23,4.6598200019655646E23,4.9926642878200376E23,5.325508573675355E23,5.65835285952974E23,5.9911971453841936E23,6.324041431239635E23,6.656885717093972E23
12.007291773167967,0,3.3285293396675753E22,6.657058679335605E22,9.985588019002505E22,1.3314117358671687E23,1.6642646698339246E23,1.997117603800433E23,2.329970537767338E23,2.6628234717343384E23,2.9956764057006226E23,3.328529339667503E23,3.6613822736344616E23,3.994235207600866E23,4.3270881415681325E23,4.659941075534728E23,4.992794009501284E23,5.325646943468675E23,5.658499877435151E23,5.9913528114016794E23,6.324205745369196E23,6.657058679335661E23
12.007328065220046,0,3.3285293425410326E22,6.657058685082522E22,9.98558802762288E22,1.3314117370165516E23,1.6642646712706536E23,1.9971176055245076E23,2.3299705397787583E23,2.6628234740331046E23,2.995676408286734E23,3.328529342540961E23,3.6613822767952656E23,3.994235211049015E23,4.3270881453036293E23,4.6599410795575696E23,4.99279401381147E23,5.3256469480662065E23,5.658499882320029E23,5.991352816573904E23,6.324205750828768E23,6.657058685082577E23
12.007807946099744,0,3.3285293843247163E22,6.657058768649881E22,9.985588152973919E22,1.3314117537300241E23,1.6642646921624953E23,1.9971176305947163E23,2.3299705690273346E23,2.6628235074600502E23,2.9956764458920474E23,3.328529384324645E23,3.6613823227573105E23,3.9942352611894326E23,4.3270881996224116E23,4.659941138054725E23,4.992794076486997E23,5.3256470149200964E23,5.658499953352291E23,5.991352891784531E23,6.324205830217773E23,6.657058768649938E23
12.0444906105935,0,3.328512470344388E22,6.657024940689223E22,9.985537411032944E22,1.3314049881378945E23,1.6642562351723322E23,1.997107482206527E23,2.3299587292410948E23,2.662809976275791E23,2.995661223309748E23,3.328512470344314E23,3.6613637173789515E23,3.994214964413055E23,4.327066211447995E23,4.659917458482257E23,4.9927687055165137E23,5.325619952551578E23,5.658471199585733E23,5.9913224466199436E23,6.324173693655157E23,6.65702494068928E23
12.087487517946927,0,3.3278701517121054E22,6.655740303424674E22,9.9836104551361E22,1.3311480606849821E23,1.663935075856194E23,1.9967220910271554E23,2.3295091061985042E23,2.662296121369966E23,2.9950831365406963E23,3.32787015171203E23,3.660657166883441E23,3.993444182054311E23,4.3262311972260243E23,4.659018212397075E23,4.991805227568092E23,5.3245922427399283E23,5.657379257910857E23,5.99016627308184E23,6.322953288253826E23,6.65574030342473E23
12.089208400538718,0,3.327870169143859E22,6.655740338288172E22,9.983610507431369E22,1.3311480676576825E23,1.6639350845720695E23,1.9967221014862047E23,2.3295091184007318E23,2.6622961353153666E23,2.9950831522292683E23,3.327870169143784E23,3.660657186058369E23,3.9934442029724094E23,4.3262312198872905E23,4.6590182368015233E23,4.991805253715715E23,5.32459227063073E23,5.6573792875448406E23,5.990166304458986E23,6.322953321374156E23,6.65574033828823E23
12.093340778554115,0,3.3278701343866133E22,6.655740268773681E22,9.983610403159613E22,1.3311480537547822E23,1.663935067193441E23,1.996722080631856E23,2.329509094070657E23,2.6622961075095658E23,2.995083120947748E23,3.3278701343865383E23,3.660657147825396E23,3.993444161263713E23,4.326231174702878E23,4.659018188141381E23,4.991805201579849E23,5.324592215019129E23,5.6573792284575045E23,5.9901662418959424E23,6.322953255335376E23,6.655740268773725E23
12.09751372752928,0,3.3278862377210413E22,6.655772475442531E22,9.983658713162918E22,1.331154495088555E23,1.6639431188606577E23,1.9967317426325168E23,2.3295203664047598E23,2.6623089901771115E23,2.9950976139487425E23,3.327886237720967E23,3.6606748614932694E23,3.9934634852650336E23,4.3262521090376406E23,4.6590407328095786E23,4.991829356581488E23,5.32461798035422E23,5.65740660412604E23,5.990195227897918E23,6.322983851670801E23,6.655772475442589E23
12.09941127709684,0,3.327886222109792E22,6.6557724442200535E22,9.983658666329187E22,1.3311544888440592E23,1.663943111055035E23,1.99673173326577E23,2.3295203554768896E23,2.6623089776881197E23,2.9950975998986183E23,3.3278862221097266E23,3.660674844320903E23,3.9934634665315405E23,4.326252088743027E23,4.6590407109538376E23,4.991829333164624E23,5.324617955376237E23,5.65740657758693E23,5.9901951997976856E23,6.322983822009429E23,6.655772444220092E23
12.103717638736079,0,3.3278862329551455E22,6.6557724659107725E22,9.98365869886526E22,1.3311544931821983E23,1.6639431164777128E23,1.9967317397729846E23,2.3295203630686382E23,2.6623089863643972E23,2.9950976096594425E23,3.3278862329550774E23,3.6606748562507827E23,3.993463479545969E23,4.3262521028419745E23,4.659040726137337E23,4.991829349432655E23,5.324617972728793E23,5.6574065960240226E23,5.9901952193193145E23,6.322983842615598E23,6.655772465910803E23
12.106867793177303,0,3.3278861714106767E22,6.655772342821827E22,9.983658514231872E22,1.331154468564413E23,1.6639430857054838E23,1.9967317028463074E23,2.329520319987512E23,2.6623089371288266E23,2.995097554269426E23,3.327886171410614E23,3.6606747885518794E23,3.9934634056926154E23,4.326252022834178E23,4.659040639975091E23,4.991829257115953E23,5.324617874257652E23,5.657406491398442E23,5.990195108539276E23,6.322983725681121E23,6.655772342821887E23
12.109287727153376,0,3.327886244706494E22,6.655772489413458E22,9.983658734119278E22,1.3311544978827367E23,1.6639431223533915E23,1.9967317468237925E23,2.329520371294584E23,2.6623089957654757E23,2.9950976202356555E23,3.327886244706426E23,3.660674869177273E23,3.993463493647586E23,4.32625211811874E23,4.659040742589226E23,4.991829367059672E23,5.3246179915309466E23,5.657406616001324E23,5.990195240471746E23,6.322983864943169E23,6.655772489413514E23
12.110337345272933,0,3.327886179967292E22,6.655772359935057E22,9.983658539901692E22,1.3311544719870566E23,1.6639430899837896E23,1.9967317079802727E23,2.3295203259771416E23,2.662308943974115E23,2.995097561970375E23,3.327886179967226E23,3.6606747979641506E23,3.993463415960547E23,4.3262520339577723E23,4.659040651954348E23,4.991829269950868E23,5.3246178879482264E23,5.657406505944678E23,5.990195123941181E23,6.32298374193869E23,6.655772359935108E23
12.112661539231164,0,3.327886142001296E22,6.655772284003049E22,9.983658426003664E22,1.3311544568006567E23,1.6639430710007875E23,1.9967316852006668E23,2.329520299400944E23,2.6623089136013148E23,2.9950975278009743E23,3.3278861420012274E23,3.660674756201545E23,3.993463370401334E23,4.32625198460197E23,4.659040598801954E23,4.991829213001867E23,5.324617827202627E23,5.6574064414024874E23,5.99019505560238E23,6.322983669803292E23,6.655772284003104E23
12.189571238982523,0,3.3279537629336915E22,6.655907525867839E22,9.983861288800877E22,1.3311815051736187E23,1.6639768814669848E23,1.996772257760108E23,2.329567634053612E23,2.6623630103472384E23,2.9951583866401193E23,3.327953762933614E23,3.660749139227189E23,3.9935445155202165E23,4.326339891814094E23,4.659135268107287E23,4.9919306444004635E23,5.324726020694475E23,5.657521396987551E23,5.990316773280692E23,6.323112149574826E23,6.655907525867885E23
12.21595361368745,0,3.328040378419538E22,6.656080756839537E22,9.98412113525839E22,1.3312161513679544E23,1.664020189209904E23,1.9968242270516122E23,2.32962826489371E23,2.6624323027359105E23,2.9952363405773812E23,3.3280403784194656E23,3.66084441626161E23,3.993648454103225E23,4.326452491945685E23,4.6592565297874724E23,4.992060567629227E23,5.324864605471818E23,5.657668643313483E23,5.990472681155217E23,6.323276718997942E23,6.656080756839567E23
12.234244589185392,0,3.328040369989131E22,6.65608073997875E22,9.984121109967218E22,1.3312161479957947E23,1.6640201849947066E23,1.9968242219933765E23,2.32962825899243E23,2.6624322959915915E23,2.9952363329900282E23,3.3280403699890716E23,3.660844406988175E23,3.993648443986753E23,4.326452480986178E23,4.659256517984923E23,4.992060554983645E23,5.324864591983179E23,5.657668628981804E23,5.990472665980515E23,6.323276702980185E23,6.656080739978782E23
