% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 16:01
% Dimension:          1
% Nodes:              1965
% Expressions:        21
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-15.109404971253811,0,3.3753371266192146E22,6.750674253238482E22,1.0126011379858276E23,1.3501348506476848E23,1.6876685633095065E23,2.0252022759716686E23,2.3627359886329717E23,2.700269701295357E23,3.0378034139574184E23,3.3753371266188466E23,3.7128708392808205E23,4.050404551943328E23,4.387938264604315E23,4.725471977265966E23,5.063005689929037E23,5.4005394025907394E23,5.7380731152520086E23,6.07560682791452E23,6.41314054057704E23,6.750674253237964E23
-15.089262247388879,0,3.3753172129643187E22,6.75063442592871E22,1.0125951638893602E23,1.3501268851857277E23,1.6876586064820627E23,2.0251903277787336E23,2.362722049074547E23,2.7002537703714382E23,3.0377854916680145E23,3.375317212963963E23,3.712848934260437E23,4.050380655557455E23,4.3879123768529486E23,4.725444098149116E23,5.062975819446709E23,5.4005075407429106E23,5.738039262038685E23,6.075570983335726E23,6.413102704632738E23,6.750634425928193E23
-15.084863565373212,0,3.3753172200017434E22,6.750634440003555E22,1.0125951660005838E23,1.3501268880006969E23,1.687658610000771E23,2.0251903320011824E23,2.3627220540007398E23,2.700253776001379E23,3.037785498001697E23,3.3753172200013796E23,3.712848942001594E23,4.050380664002353E23,4.3879123860015926E23,4.725444108001508E23,5.062975830002844E23,5.4005075520027875E23,5.7380392740022865E23,6.075570996003063E23,6.41310271800384E23,6.750634440003032E23
-15.073536973984433,0,3.375317187417036E22,6.750634374834133E22,1.0125951562251716E23,1.3501268749668146E23,1.6876585937084176E23,2.025190312450355E23,2.362722031191436E23,2.700253749933614E23,3.0377854686754553E23,3.375317187416661E23,3.7128489061584216E23,4.050380624900703E23,4.3879123436414684E23,4.725444062382898E23,5.062975781125776E23,5.4005074998672586E23,5.738039218608288E23,6.075570937350593E23,6.413102656092874E23,6.750634374833607E23
-15.04003183634417,0,3.3753169314810163E22,6.750633862962101E22,1.0125950794443715E23,1.350126772592406E23,1.687658465740408E23,2.0251901588887573E23,2.3627218520362394E23,2.7002535451847956E23,3.037785238333051E23,3.375316931480647E23,3.712848624628812E23,4.050380317777503E23,4.3879120109246736E23,4.725443704072508E23,5.062975397221756E23,5.400507090369624E23,5.738038783517079E23,6.07557047666579E23,6.413102169814444E23,6.750633862961579E23
-14.997261889769659,0,3.3753166389650863E22,6.750633277930235E22,1.0125949916895933E23,1.3501266555860342E23,1.68765831948245E23,2.0251899833791987E23,2.3627216472750956E23,2.7002533111720546E23,3.0377849750687106E23,3.3753166389647404E23,3.712848302861276E23,4.0503799667583886E23,4.3879116306539514E23,4.7254432945502094E23,5.062974958447871E23,5.400506622344137E23,5.7380382862400055E23,6.075569950137103E23,6.413101614034194E23,6.750633277929739E23
-14.996529268402385,0,3.3753166215255737E22,6.750633243051207E22,1.0125949864577391E23,1.3501266486102292E23,1.6876583107626944E23,2.0251899729154906E23,2.362721635067436E23,2.700253297220444E23,3.03778495937315E23,3.375316621525228E23,3.7128482836778136E23,4.050379945830973E23,4.38791160798259E23,4.7254432701348907E23,5.062974932288603E23,5.4005065944409167E23,5.7380382565928354E23,6.075569918745986E23,6.413101580899121E23,6.750633243050717E23
-14.984111936443854,0,3.3753165871201506E22,6.75063317424036E22,1.0125949761361103E23,1.3501266348480599E23,1.687658293559974E23,2.0251899522722343E23,2.3627216109836256E23,2.7002532696961057E23,3.037784928408263E23,3.375316587119782E23,3.712848245831851E23,4.050379904544456E23,4.387911563255522E23,4.725443221967277E23,5.0629748806804534E23,5.4005065393922396E23,5.738038198103592E23,6.075569856816207E23,6.413101515528804E23,6.750633174239841E23
-14.976775023221464,0,3.3753164324408314E22,6.750632864881718E22,1.0125949297323125E23,1.3501265729763324E23,1.6876582162203143E23,2.0251898594646382E23,2.3627215027080987E23,2.70025314595265E23,3.037784789196865E23,3.375316432440463E23,3.712848075684594E23,4.0503797189292676E23,4.387911362172407E23,4.7254430054162195E23,5.0629746486614735E23,5.4005062919053296E23,5.738037935148738E23,6.075569578393419E23,6.413101221638091E23,6.750632864881204E23
-14.967462294458201,0,3.3753162751003865E22,6.750632550200825E22,1.01259488253018E23,1.3501265100401546E23,1.6876581375500946E23,2.0251897650603732E23,2.362721392569784E23,2.7002530200802958E23,3.037784647590479E23,3.3753162751000255E23,3.712847902610107E23,4.050379530120736E23,4.387911157629835E23,4.7254427851395936E23,5.062974412650802E23,5.4005060401606185E23,5.738037667670003E23,6.07556929518063E23,6.413100922691259E23,6.750632550200322E23
-14.958878172560988,0,3.3753162447895956E22,6.7506324895792475E22,1.012594873436947E23,1.3501264979158377E23,1.6876581223947012E23,2.0251897468739083E23,2.362721371352241E23,2.700252995831661E23,3.0377846203107745E23,3.375316244789242E23,3.712847869268253E23,4.050379493747807E23,4.387911118225818E23,4.725442742704508E23,5.0629743671846325E23,5.400505991663351E23,5.738037616141661E23,6.07556924062124E23,6.41310086510077E23,6.750632489578749E23
-14.958062015673699,0,3.3753162700031684E22,6.750632540006394E22,1.0125948810010187E23,1.3501265080012667E23,1.6876581350014882E23,2.0251897620020505E23,2.362721389001742E23,2.7002530160025203E23,3.03778464300299E23,3.3753162700028194E23,3.712847897003184E23,4.050379524004093E23,4.387911151003465E23,4.72544277800351E23,5.0629744050049924E23,5.400506032005067E23,5.738037659004741E23,6.075569286005671E23,6.413100913006565E23,6.750632540005898E23
-14.937924524705458,0,3.3753161468095054E22,6.750632293619072E22,1.0125948440429147E23,1.350126458723802E23,1.687658073404654E23,2.0251896880858445E23,2.3627213027661712E23,2.7002529174475882E23,3.0377845321286844E23,3.375316146809131E23,3.7128477614901324E23,4.050379376171678E23,4.387910990851684E23,4.7254426055323687E23,5.062974220214482E23,5.400505834895208E23,5.7380374495755055E23,6.075569064257037E23,6.413100678938568E23,6.750632293618562E23
-14.937119327955847,0,3.3753161556804504E22,6.7506323113609594E22,1.0125948467041972E23,1.3501264622721798E23,1.6876580778401265E23,2.02518969340841E23,2.3627213089758316E23,2.7002529245443442E23,3.0377845401125326E23,3.375316155680074E23,3.712847771248171E23,4.050379386816809E23,4.387911002383908E23,4.725442617951688E23,5.062974233520893E23,5.400505849088719E23,5.738037464656102E23,6.075569080224739E23,6.413100695793357E23,6.75063231136045E23
-14.86578538366489,0,3.3753159335432075E22,6.75063186708648E22,1.0125947800630256E23,1.350126373417283E23,1.6876579667714934E23,2.0251895601260654E23,2.3627211534797602E23,2.7002527468345526E23,3.037784340189014E23,3.375315933542833E23,3.712847526897196E23,4.0503791202521213E23,4.3879107136055024E23,4.7254423069595426E23,5.062973900315029E23,5.400505493669132E23,5.738037087022766E23,6.075568680377714E23,6.413100273732613E23,6.750631867085923E23
-14.849993680714068,0,3.3753156815820335E22,6.750631363164133E22,1.012594704474672E23,1.3501262726328127E23,1.6876578407909084E23,2.0251894089493573E23,2.362720977106941E23,2.7002525452656124E23,3.037784113423948E23,3.3753156815816517E23,3.712847249739902E23,4.050378817898707E23,4.387910386055962E23,4.7254419542139054E23,5.062973522373266E23,5.400505090531251E23,5.7380366586887855E23,6.075568226847593E23,6.41309979500637E23,6.750631363163569E23
-14.843074999205674,0,3.375315740892663E22,6.750631481785384E22,1.0125947222678631E23,1.3501262963570652E23,1.6876578704462248E23,2.0251894445357387E23,2.362721018624376E23,2.700252592714115E23,3.037784166803512E23,3.3753157408922905E23,3.712847314981604E23,4.0503788890714673E23,4.3879104631597814E23,4.7254420372487806E23,5.0629736113392206E23,5.400505185428261E23,5.73803675951686E23,6.075568333606729E23,6.413099907696566E23,6.750631481784844E23
-14.787020362715134,0,3.37491480003649E22,6.749829600073036E22,1.0124744400110102E23,1.3499659200145952E23,1.6874574000181434E23,2.0249488800220332E23,2.3624403600250613E23,2.6999318400291753E23,3.037423320032969E23,3.3749148000361244E23,3.712406280039805E23,4.049897760044055E23,4.3873892400467614E23,4.7248807200501475E23,5.0623722000549665E23,5.399863680058381E23,5.737355160061365E23,6.074846640065612E23,6.412338120069875E23,6.749829600072525E23
-14.765078720541439,0,3.374914575018779E22,6.749829150037625E22,1.0124743725056978E23,1.3499658300075117E23,1.6874572875092867E23,2.024948745011411E23,2.362440202512668E23,2.6999316600150103E23,3.037423117517025E23,3.3749145750184096E23,3.712406032520328E23,4.049897490022811E23,4.3873889475237416E23,4.724880405025356E23,5.0623718625283795E23,5.399863320030047E23,5.737354777531263E23,6.074846235033744E23,6.412337692536194E23,6.749829150037082E23
-14.753022250534478,0,3.3754912670201934E22,6.750982534040441E22,1.0126473801061188E23,1.3501965068080775E23,1.6877456335099936E23,2.0252947602122534E23,2.3628438869136425E23,2.7003930136161383E23,3.037942140318288E23,3.3754912670198194E23,3.713040393721885E23,4.050589520424495E23,4.388138647125582E23,4.7256877738273065E23,5.063236900530503E23,5.40078602723231E23,5.738335153933661E23,6.075884280636279E23,6.413433407338888E23,6.750982534039915E23
-14.736925784512266,0,3.3754910775270395E22,6.750982155054137E22,1.0126473232581756E23,1.3501964310108158E23,1.687745538763417E23,2.025294646516365E23,2.3628437542684477E23,2.7003928620216155E23,3.0379419697744665E23,3.375491077526669E23,3.7130401852794344E23,4.05058929303272E23,4.3881384007844876E23,4.7256875085369195E23,5.0632366162907775E23,5.400785724043263E23,5.738334831795306E23,6.075883939548618E23,6.413433047301907E23,6.750982155053606E23
-14.722169326016589,0,3.37549102369053E22,6.750982047381121E22,1.0126473071072234E23,1.350196409476212E23,1.6877455118451615E23,2.025294614214457E23,2.3628437165828826E23,2.700392818952407E23,3.037941921321592E23,3.375491023690154E23,3.713040126059253E23,4.0505892284289044E23,4.3881383307970184E23,4.7256874331657914E23,5.0632365355360186E23,5.400785637904848E23,5.738334740273232E23,6.07588384264289E23,6.413432945012539E23,6.75098204738059E23
-14.719525554585601,0,3.3754910406119004E22,6.750982081223865E22,1.0126473121836369E23,1.3501964162447603E23,1.6877455203058457E23,2.025294624367287E23,2.362843728427849E23,2.7003928324895032E23,3.03794193655083E23,3.375491040611525E23,3.713040144672757E23,4.050589248734564E23,4.3881383527948054E23,4.725687456855726E23,5.063236560918081E23,5.4007856649790414E23,5.7383347690395704E23,6.075883873101362E23,6.413432977163146E23,6.75098208122333E23
-14.682851733145169,0,3.3753909218160648E22,6.7507818436321866E22,1.0126172765448824E23,1.3501563687264254E23,1.6876954609079343E23,2.0252345530897776E23,2.3627736452707592E23,2.700312737452837E23,3.03785182963459E23,3.375390921815699E23,3.712930013997342E23,4.050469106179548E23,4.388008198360216E23,4.7255472905415426E23,5.063086382724327E23,5.4006254749057016E23,5.738164567086659E23,6.075703659268864E23,6.413242751451065E23,6.750781843631674E23
-14.670417924902953,0,3.3753908559537387E22,6.750781711907549E22,1.012617256786191E23,1.3501563423814948E23,1.6876954279767742E23,2.0252345135723952E23,2.3627735991671465E23,2.7003126847629742E23,3.037851770358502E23,3.3753908559533874E23,3.712929941548802E23,4.050469027144779E23,4.388008112739212E23,4.7255471983343185E23,5.063086283930857E23,5.400625369525979E23,5.738164455120727E23,6.075703540716703E23,6.413242626312668E23,6.75078171190703E23
-14.665288707746464,0,3.375390881518568E22,6.7507817630372024E22,1.012617264455638E23,1.3501563526074269E23,1.6876954407591868E23,2.0252345289112894E23,2.3627736170625247E23,2.70031270521484E23,3.037851793366847E23,3.3753908815182105E23,3.7129299696701054E23,4.0504690578225674E23,4.388008145973477E23,4.7255472341250715E23,5.063086322278097E23,5.4006254104297076E23,5.738164498580918E23,6.075703586733384E23,6.413242674885821E23,6.750781763036681E23
-14.643619341029567,0,3.3753908045577957E22,6.750781609115643E22,1.0126172413674026E23,1.3501563218231174E23,1.6876954022787914E23,2.0252344827348183E23,2.362773563189967E23,2.70031264364622E23,3.037851724102141E23,3.3753908045574263E23,3.7129298850132506E23,4.050468965469628E23,4.388008045924461E23,4.7255471263799636E23,5.063086206836907E23,5.40062528729247E23,5.738164367747598E23,6.07570344820397E23,6.41324252866032E23,6.75078160911511E23
-14.638490123873087,0,3.3753907437446814E22,6.750781487489419E22,1.0126172231234692E23,1.350156297497872E23,1.687695371872233E23,2.0252344462469518E23,2.3627735206207873E23,2.70031259499573E23,3.037851669370329E23,3.375390743744311E23,3.712929818118823E23,4.050468892493894E23,4.3880079668674045E23,4.725547041241597E23,5.0630861156172316E23,5.400625189991488E23,5.7381642643652804E23,6.075703338740346E23,6.413242413115408E23,6.75078148748888E23
-14.601034643893726,0,3.3753902947650394E22,6.750780589530135E22,1.0126170884295768E23,1.3501561179060154E23,1.6876951473824175E23,2.0252341768591683E23,2.3627732063350484E23,2.7003122358120154E23,3.0378512652886585E23,3.37539029476467E23,3.712929324241222E23,4.050468353718323E23,4.388007383193881E23,4.725546412670123E23,5.063085442147774E23,5.4006244716240616E23,5.7381635010998944E23,6.07570253057701E23,6.413241560054097E23,6.750780589529615E23
-14.58644590532803,0,3.375390214303719E22,6.750780428607495E22,1.0126170642911804E23,1.3501560857214874E23,1.687695107151754E23,2.025234128582373E23,2.3627731500121076E23,2.7003121714429577E23,3.037851192873459E23,3.37539021430334E23,3.71292923573376E23,4.050468257164738E23,4.3880072785941554E23,4.725546300024243E23,5.063085321455778E23,5.4006243428859495E23,5.738163364315641E23,6.075702385746623E23,6.413241407177583E23,6.750780428606955E23
-14.583251177819765,0,3.3753902193270904E22,6.750780438654235E22,1.0126170657981888E23,1.3501560877308363E23,1.687695109663438E23,2.0252341315963894E23,2.362773153528476E23,2.700312175461654E23,3.037851197394486E23,3.375390219326709E23,3.7129292412594575E23,4.050468263192772E23,4.3880072851245364E23,4.725546307056976E23,5.063085328990832E23,5.400624350923345E23,5.7381633728553754E23,6.075702394788678E23,6.41324141672199E23,6.750780438653687E23
-14.5798920482139,0,3.375390191631113E22,6.750780383262271E22,1.0126170574893959E23,1.3501560766524443E23,1.6876950958154506E23,2.025234114978805E23,2.362773134141291E23,2.7003121533048702E23,3.0378511724681124E23,3.375390191630733E23,3.712929210793892E23,4.050468229957602E23,4.3880072491197726E23,4.7255462682826064E23,5.063085287446869E23,5.400624306609777E23,5.738163325772227E23,6.075702344935925E23,6.413241364099618E23,6.750780383261743E23
-14.552906764361605,0,3.3753663908189284E22,6.750732781637916E22,1.0126099172457397E23,1.3501465563275705E23,1.687683195409357E23,2.0252198344914934E23,2.3627564735727525E23,2.7002931126551296E23,3.037829751737158E23,3.375366390818546E23,3.712903029900486E23,4.050439668982976E23,4.3879763080639285E23,4.725512947145535E23,5.0630495862285935E23,5.400586225310282E23,5.738122864391516E23,6.075659503473994E23,6.413196142556481E23,6.750732781637373E23
-14.538612437474695,0,3.3753663886745292E22,6.750732777349121E22,1.0126099166024215E23,1.3501465554698112E23,1.6876831943371582E23,2.025219833204858E23,2.3627564720716762E23,2.700293110939607E23,3.037829749807198E23,3.3753663886741474E23,3.712903027541655E23,4.0504396664097055E23,4.3879763052762196E23,4.7255129441433806E23,5.063049583011999E23,5.400586221879245E23,5.7381228607460454E23,6.075659499614084E23,6.413196138482126E23,6.750732777348578E23
-14.511865172729781,0,3.3753666449302046E22,6.750733289860461E22,1.0126099934791238E23,1.3501466579720818E23,1.6876833224650025E23,2.0252199869582593E23,2.36275665145066E23,2.7002933159441492E23,3.037829980437312E23,3.3753666449298385E23,3.712903309422902E23,4.0504399739165106E23,4.3879766384085906E23,4.725513302901345E23,5.0630499673955365E23,5.400586631888327E23,5.7381232963806886E23,6.075659960874309E23,6.413196625367908E23,6.75073328985995E23
-14.48549376191901,0,3.375366528279756E22,6.750733056559569E22,1.0126099584839953E23,1.350146611311902E23,1.687683264139775E23,2.0252199169680034E23,2.3627565697953516E23,2.7002932226237904E23,3.0378298754519066E23,3.375366528279383E23,3.712903181107409E23,4.050439833935997E23,4.3879764867630215E23,4.7255131395907314E23,5.063049792419863E23,5.400586445247608E23,5.738123098074933E23,6.075659750903494E23,6.41319640373207E23,6.750733056559045E23
-14.451916996885084,0,3.375366237824415E22,6.750732475648886E22,1.0126098713473878E23,1.350146495129766E23,1.687683118912102E23,2.0252197426947893E23,2.3627563664766102E23,2.7002929902595152E23,3.037829614042092E23,3.37536623782404E23,3.712902861606535E23,4.0504394853895666E23,4.387976109171065E23,4.725512732953247E23,5.063049356736839E23,5.400585980519064E23,5.738122604300854E23,6.07565922808388E23,6.41319585186692E23,6.750732475648352E23
-14.438476288083347,0,3.3753660637069043E22,6.750732127413871E22,1.012609819112137E23,1.3501464254827617E23,1.6876830318533515E23,2.0252196382242897E23,2.362756244594351E23,2.7002928509655073E23,3.0378294573363424E23,3.375366063706534E23,3.7129026700772644E23,4.0504392764485707E23,4.3879758828183005E23,4.725512489188725E23,5.063049095560582E23,5.400585701931047E23,5.738122308301105E23,6.075658914672377E23,6.413195521043654E23,6.750732127413346E23
-14.404995470463838,0,3.375365896538077E22,6.750731793076216E22,1.0126097689614866E23,1.3501463586152306E23,1.6876829482689336E23,2.0252195379229873E23,2.362756127576164E23,2.700292717230448E23,3.037829306884388E23,3.3753658965376934E23,3.712902486191552E23,4.050439075845966E23,4.387975665498831E23,4.725512255152352E23,5.0630488448073374E23,5.400585434460922E23,5.7381220241140596E23,6.07565861376847E23,6.413195203422865E23,6.75073179307567E23
-14.362195551441886,0,3.3753653078149848E22,6.7507306156300324E22,1.0126095923445602E23,1.3501461231259936E23,1.6876826539073974E23,2.0252191846891348E23,2.3627557154700122E23,2.700292246251972E23,3.0378287770336064E23,3.3753653078146157E23,3.712901838596175E23,4.0504383693782616E23,4.38797490015882E23,4.7255114309400566E23,5.063047961722701E23,5.400584492503974E23,5.73812102328482E23,6.075657554066904E23,6.413194084849007E23,6.75073061562953E23
-14.350927229408557,0,3.375365186399782E22,6.750730372799628E22,1.0126095559199983E23,1.3501460745599127E23,1.687682593199785E23,2.025219111840013E23,2.362755630479367E23,2.7002921491198092E23,3.0378286677599224E23,3.3753651863994094E23,3.712901705039446E23,4.0504382236800155E23,4.3879747423190375E23,4.725511260958763E23,5.063047779599899E23,5.400584298239651E23,5.738120816878968E23,6.075657335519528E23,6.41319385416011E23,6.75073037279909E23
-14.30414221993439,0,3.3753652088387494E22,6.750730417677562E22,1.0126095626516888E23,1.350146083535499E23,1.6876826044192682E23,2.0252191253033927E23,2.3627556461866277E23,2.7002921670709864E23,3.037828687954987E23,3.3753652088383694E23,3.71290172972229E23,4.050438250606772E23,4.387974771489693E23,4.725511292373283E23,5.0630478132583305E23,5.400584334141996E23,5.73812085502521E23,6.075657375909674E23,6.413193896794127E23,6.750730417677009E23
-14.297936235699263,0,3.375365205556954E22,6.750730411113977E22,1.012609561667151E23,1.350146082222781E23,1.68768260277837E23,2.0252191233343157E23,2.362755643889379E23,2.700292164445549E23,3.0378286850013754E23,3.3753652055565775E23,3.712901726112322E23,4.050438246668618E23,4.387974767223361E23,4.7255112877787826E23,5.063047808335648E23,5.400584328891124E23,5.738120849446161E23,6.075657370002446E23,6.413193890558723E23,6.750730411113421E23
-14.267483663155708,0,3.3753652597188345E22,6.7507305194377236E22,1.0126095779157157E23,1.3501461038875335E23,1.6876826298593125E23,2.0252191558314445E23,2.3627556818026984E23,2.7002922077750512E23,3.037828733747073E23,3.3753652597184525E23,3.7129017856903875E23,4.050438311662882E23,4.3879748376338093E23,4.725511363605422E23,5.063047889578475E23,5.400584415550134E23,5.7381209415213475E23,6.075657467493831E23,6.41319399346631E23,6.750730519437188E23
-14.256010402187956,0,3.3753649859106987E22,6.750729971821459E22,1.0126094957732743E23,1.3501459943642795E23,1.6876824929552435E23,2.0252189915465614E23,2.3627554901370008E23,2.700291988728542E23,3.0378284873197496E23,3.375364985910319E23,3.7129014845014365E23,4.050437983093115E23,4.387974481683225E23,4.7255109802740284E23,5.063047478866273E23,5.400583977457118E23,5.738120476047532E23,6.075656974639165E23,6.413193473230848E23,6.75072997182091E23
-14.23523016379713,0,3.3749691286408367E22,6.7499382572817305E22,1.0124907385923131E23,1.3499876514563345E23,1.687484564320315E23,2.0249814771846403E23,2.362478390048092E23,2.699975302912656E23,3.0374722157768754E23,3.374969128640458E23,3.71246604150459E23,4.04996295436927E23,4.3874598672324075E23,4.724956780096208E23,5.062453692961465E23,5.399950605825338E23,5.737447518688743E23,6.074944431553438E23,6.412441344418108E23,6.749938257281199E23
-14.207201030553694,0,3.3749687072932653E22,6.74993741458659E22,1.0124906121880455E23,1.3499874829173058E23,1.6874843536465258E23,2.0249812243761044E23,2.3624780951048015E23,2.6999749658345978E23,3.0374718365640646E23,3.374968707292891E23,3.712465578022268E23,4.049962448752199E23,4.3874593194805716E23,4.7249561902096224E23,5.06245306094012E23,5.399949931669223E23,5.737446802397893E23,6.074943673127802E23,6.412440543857738E23,6.749937414586047E23
-14.176726049983172,0,3.3749688648173514E22,6.749937729634765E22,1.0124906594452712E23,1.3499875459269407E23,1.6874844324085692E23,2.0249813188905534E23,2.3624782053716628E23,2.699975091853869E23,3.037471978335743E23,3.37496886481698E23,3.712465751298767E23,4.049962637781098E23,4.387459524261885E23,4.724956410743352E23,5.062453297226245E23,5.399950183707763E23,5.737447070188851E23,6.074943956671164E23,6.41244084315349E23,6.749937729634226E23
-14.166870281068244,0,3.374968778817993E22,6.749937557636053E22,1.012490633645463E23,1.3499875115271974E23,1.687484389408895E23,2.0249812672909394E23,2.3624781451721164E23,2.6999750230543828E23,3.0374719009363204E23,3.3749687788176245E23,3.712465656699477E23,4.04996253458187E23,4.3874594124627266E23,4.724956290344258E23,5.062453168227221E23,5.39995004610879E23,5.7374469239899496E23,6.074943801872337E23,6.41244067975471E23,6.749937557635523E23
-14.161093574967351,0,3.3749686206220135E22,6.749937241244085E22,1.0124905861866696E23,1.3499874482488056E23,1.6874843103109034E23,2.024981172373352E23,2.3624780344349273E23,2.6999748964975933E23,3.037471758559939E23,3.3749686206216383E23,3.712465482683896E23,4.049962344746695E23,4.3874592068079464E23,4.7249560688698793E23,5.062452930933244E23,5.399949792995222E23,5.737446655056767E23,6.074943517119575E23,6.412440379182348E23,6.74993724124355E23
-14.12874220013007,0,3.3749685175066993E22,6.749937035013459E22,1.0124905552520781E23,1.3499874070026794E23,1.687484258753249E23,2.0249811105041686E23,2.3624779622542028E23,2.6999748140053406E23,3.037471665756167E23,3.3749685175063375E23,3.712465369257046E23,4.049962221008325E23,4.387459072758048E23,4.724955924508438E23,5.0624527762602816E23,5.3999496280107175E23,5.7374464797607305E23,6.074943331512013E23,6.412440183263264E23,6.749937035012938E23
-14.121488608916398,0,3.3749684032633353E22,6.749936806526741E22,1.0124905209790667E23,1.3499873613053335E23,1.6874842016315596E23,2.0249810419581495E23,2.362477882283845E23,2.6999747226106498E23,3.037471562937135E23,3.374968403262953E23,3.712465243589338E23,4.049962083916286E23,4.387458924241663E23,4.7249557645677125E23,5.062452604895219E23,5.399949445221334E23,5.737446285547011E23,6.074943125873951E23,6.412439966200863E23,6.74993680652618E23
-14.088913331633277,0,3.3749683976255004E22,6.749936795251059E22,1.0124905192877171E23,1.3499873590502005E23,1.6874841988126484E23,2.024981038575445E23,2.362477878337373E23,2.6999747181003852E23,3.037471557863078E23,3.37496839762513E23,3.712465237387734E23,4.0499620771508826E23,4.387458916912494E23,4.7249557566747685E23,5.0624525964384546E23,5.399949436200802E23,5.7374462759627056E23,6.074943115725854E23,6.412439955488964E23,6.749936795250539E23
-14.077454277956363,0,3.374968346325327E22,6.749936692650711E22,1.0124905038976585E23,1.3499873385301305E23,1.687484173162562E23,2.0249810077953327E23,2.3624778424272426E23,2.6999746770602443E23,3.037471511692913E23,3.374968346324951E23,3.712465180957535E23,4.049962015590657E23,4.387458850222251E23,4.724955684854511E23,5.0624525194882006E23,5.399949354120522E23,5.737446188752381E23,6.07494302338552E23,6.412439858018626E23,6.749936692650187E23
-14.06476776683795,0,3.37496816892146E22,6.749936337842977E22,1.0124904506765016E23,1.3499872675685844E23,1.6874840844606236E23,2.0249809013530163E23,2.362477718244536E23,2.6999745351371537E23,3.03747135202944E23,3.3749681689210814E23,3.712464985813284E23,4.049961802706024E23,4.387458619597219E23,4.7249554364890966E23,5.0624522533824274E23,5.3999490702743376E23,5.737445887165818E23,6.074942704058568E23,6.41243952095128E23,6.74993633784244E23
-14.057666498960126,0,3.374968298202748E22,6.749936596405553E22,1.0124904894608908E23,1.3499873192810988E23,1.6874841491012672E23,2.024980978921794E23,2.3624778087414336E23,2.699974638562184E23,3.037471468382591E23,3.374968298202365E23,3.7124651280226934E23,4.04996195784358E23,4.3874587876628866E23,4.724955617482893E23,5.062452447304342E23,5.399949277124395E23,5.737446106944005E23,6.074942936764878E23,6.412439766585742E23,6.749936596405007E23
-14.044979987841725,0,3.374968219689953E22,6.749936439379963E22,1.0124904659070516E23,1.3499872878759808E23,1.6874841098448765E23,2.0249809318141172E23,2.3624777537824868E23,2.6999745757519482E23,3.0374713977210835E23,3.3749682196895887E23,3.712465041658627E23,4.049961863628224E23,4.387458685596261E23,4.724955507565001E23,5.062452329535155E23,5.399949151503923E23,5.737445973472245E23,6.074942795441866E23,6.412439617411433E23,6.749936439379447E23
-14.009979559140348,0,3.374976552166113E22,6.749953104332286E22,1.0124929656499006E23,1.3499906208664442E23,1.6874882760829564E23,2.0249859312998144E23,2.3624835865157976E23,2.6999812417328747E23,3.037478896949633E23,3.374976552165743E23,3.7124742073824084E23,4.049971862599619E23,4.3874695178152915E23,4.7249671730316187E23,5.062464828249399E23,5.399962483465777E23,5.737460138681725E23,6.074957793898955E23,6.412455449116154E23,6.749953104331772E23
-13.979510590061285,0,3.374976571143965E22,6.749953142287991E22,1.0124929713432543E23,1.3499906284575857E23,1.687488285571883E23,2.0249859426865253E23,2.362483599800291E23,2.6999812569151566E23,3.037478914029694E23,3.374976571143587E23,3.712474228258043E23,4.049971885373037E23,4.387469542486486E23,4.7249671996006024E23,5.0624648567161675E23,5.399962513830343E23,5.73746017094408E23,6.074957828059076E23,6.412455485174057E23,6.749953142287476E23
-13.965790497447303,0,3.3749766414400043E22,6.749953282880065E22,1.012492992432069E23,1.3499906565760012E23,1.6874883207199006E23,2.0249859848641517E23,2.3624836490075177E23,2.699981313151989E23,3.037478977296131E23,3.3749766414396266E23,3.712474305583703E23,4.0499719697282914E23,4.38746963387134E23,4.724967298015062E23,5.062464962160224E23,5.399962626304005E23,5.737460290447351E23,6.074957954591943E23,6.412455618736539E23,6.749953282879532E23
-13.941808506368487,0,3.374893620314948E22,6.749787240629948E22,1.0124680860945528E23,1.349957448125979E23,1.6874468101573814E23,2.0249361721891186E23,2.3624255342199847E23,2.699914896251943E23,3.037404258283587E23,3.3748936203145944E23,3.712382982346132E23,4.0498723443782285E23,4.387361706408767E23,4.724851068439994E23,5.0623404304726506E23,5.399829792503916E23,5.737319154534749E23,6.074808516566863E23,6.412297878598942E23,6.749787240629468E23
-13.925348377373657,0,3.3747893132827453E22,6.749578626565545E22,1.012436793984891E23,1.3499157253130976E23,1.6873946566412735E23,2.0248735879697955E23,2.3623525192974437E23,2.699831450626181E23,3.037310381954598E23,3.374789313282385E23,3.712268244610695E23,4.049747175939581E23,4.387226107266901E23,4.7247050385949096E23,5.0621839699243456E23,5.3996629012523905E23,5.737141832579997E23,6.07462076390889E23,6.412099695237744E23,6.749578626565034E23
