% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-25.434132242149335,6.747160206986474E23,7.421876227684668E23,8.096592248384761E23,8.771308269081633E23,9.446024289779704E23,1.0120740310479744E24,1.0795456331179014E24,1.1470172351876278E24,1.214488837257617E24,1.2819604393275145E24,1.349432041397293E24,1.416903643467342E24,1.4843752455369859E24,1.551846847607084E24,1.6193184496769508E24,1.6867900517466937E24,1.754261653816344E24,1.8217332558865325E24,1.8892048579560265E24,1.9566764600259205E24,2.0241480620961498E24,2.0916196641657854E24,2.1590912662357919E24,2.2265628683054585E24,2.2940344703753686E24,2.3615060724450345E24,2.4289776745152313E24,2.49644927658502E24,2.563920878655029E24,2.6313924807246984E24,2.698864082794586E24,2.76633568486475E24,2.833807286934684E24,2.9012788890042626E24,2.968750491073868E24,3.0362220931438434E24,3.103693695214168E24,3.171165297283733E24,3.2386368993539016E24,3.3061085014237594E24,3.3735801034935205E24
-25.406269166572503,6.747160180665792E23,7.421876198731951E23,8.096592216799962E23,8.771308234864781E23,9.446024252930784E23,1.0120740270998774E24,1.0795456289065929E24,1.1470172307131184E24,1.2144888325198992E24,1.2819604343265918E24,1.3494320361331562E24,1.4169036379400074E24,1.4843752397464393E24,1.5518468415533326E24,1.61931844335999E24,1.6867900451665343E24,1.7542616469729718E24,1.8217332487799588E24,1.889204850586247E24,1.9566764523929315E24,2.0241480541999628E24,2.091619656006388E24,2.1590912578131752E24,2.2265628596196444E24,2.2940344614263504E24,2.361506063232802E24,2.428977665039795E24,2.4964492668463737E24,2.5639208686531835E24,2.631392470459647E24,2.6988640722663125E24,2.7663356740732807E24,2.833807275880015E24,2.9012788776863833E24,2.9687504794927814E24,3.0362220812995584E24,3.103693683106665E24,3.171165284913028E24,3.23863688671998E24,3.3061084885266544E24,3.3735800903331985E24
-25.403322433065714,6.747160176257075E23,7.421876193882352E23,8.096592211509503E23,8.771308229133447E23,9.446024246758582E23,1.0120740264385705E24,1.0795456282011978E24,1.1470172299636372E24,1.21448883172633E24,1.2819604334889344E24,1.349432035251413E24,1.4169036370141735E24,1.4843752387765205E24,1.5518468405393262E24,1.6193184423018982E24,1.6867900440643555E24,1.7542616458267057E24,1.8217332475896046E24,1.889204849351805E24,1.9566764511143997E24,2.0241480528773432E24,2.0916196546396813E24,2.1590912564023842E24,2.2265628581647648E24,2.2940344599273866E24,2.361506061689752E24,2.4289776634526567E24,2.4964492652151446E24,2.5639208669778687E24,2.6313924687402433E24,2.698864070502826E24,2.766335672265703E24,2.833807274028347E24,2.901278875790631E24,2.9687504775529433E24,3.0362220793156304E24,3.1036936810786525E24,3.1711652828409294E24,3.2386368846037963E24,3.306108486366372E24,3.3735800881288355E24
-25.389135631309337,6.747159892908748E23,7.421875882199173E23,8.096591871491495E23,8.771307860780587E23,9.44602385007088E23,1.0120739839363175E24,1.0795455828654626E24,1.1470171817944155E24,1.2144887807236287E24,1.28196037965275E24,1.349431978581748E24,1.4169035775110172E24,1.4843751764398875E24,1.551846775369205E24,1.6193183742982972E24,1.686789973227265E24,1.754261572156134E24,1.82173317108554E24,1.889204770014265E24,1.95667636894338E24,2.0241479678728346E24,2.0916195668016956E24,2.1590911657309136E24,2.2265627646598116E24,2.294034363588944E24,2.3615059625178315E24,2.428977561447255E24,2.4964491603762567E24,2.5639207593055007E24,2.6313923582343845E24,2.698863957163496E24,2.7663355560928886E24,2.8338071550220344E24,2.901278753950839E24,2.9687503528796725E24,3.036221951808872E24,3.10369355073841E24,3.1711651496672076E24,3.2386367485965944E24,3.306108347525686E24,3.3735799464546685E24
-25.34923756501302,6.747158935123904E23,7.421874828635849E23,8.096590722149641E23,8.77130661566031E23,9.446022509172113E23,1.012073840268593E24,1.0795454296198894E24,1.1470170189709945E24,1.2144886083223575E24,1.281960197673628E24,1.349431787024779E24,1.416903376376203E24,1.48437496572722E24,1.5518465550786932E24,1.6193181444299268E24,1.686789733781051E24,1.7542613231320785E24,1.821732912483639E24,1.8892045018345072E24,1.9566760911857728E24,2.0241476805373794E24,2.091619269888385E24,2.1590908592397694E24,2.2265624485908138E24,2.294034037942098E24,2.3615056272931394E24,2.428977216644713E24,2.4964488059958664E24,2.5639203953472565E24,2.631391984698297E24,2.698863574049558E24,2.766335163401104E24,2.833806752752406E24,2.9012783421033613E24,2.968749931454343E24,3.036221520805699E24,3.1036931101573863E24,3.1711646995083357E24,3.2386362888598537E24,3.3061078782111155E24,3.373579467562225E24
-25.316241630433208,6.74715826329271E23,7.421874089621548E23,8.096589915952236E23,8.771305742279763E23,9.446021568608442E23,1.0120737394939144E24,1.0795453221269004E24,1.1470169047596908E24,1.2144884873927422E24,1.2819600700257042E24,1.3494316526585396E24,1.4169032352916534E24,1.4843748179243623E24,1.5518464005575238E24,1.619317983190445E24,1.6867895658232574E24,1.7542611484559693E24,1.8217327310892175E24,1.8892043137217708E24,1.9566758963547323E24,2.024147478988029E24,2.091619061620718E24,2.1590906442537893E24,2.2265622268865178E24,2.2940338095194957E24,2.3615053921522133E24,2.4289769747854816E24,2.4964485574183334E24,2.563920140051409E24,2.631391722684134E24,2.698863305317079E24,2.766334887950315E24,2.8338064705833067E24,2.901278053215941E24,2.9687496358486215E24,3.0362212184816655E24,3.1036928011150477E24,3.1711643837476766E24,3.23863596638089E24,3.3061075490138306E24,3.3735791316466447E24
-25.29728356971338,6.747157765165153E23,7.42187354168123E23,8.096589318199156E23,8.771305094713945E23,9.446020871229864E23,1.0120736647747778E24,1.0795452424264909E24,1.1470168200780091E24,1.2144883977297792E24,1.281959975381467E24,1.3494315530330293E24,1.4169031306848674E24,1.4843747083362942E24,1.5518462859881824E24,1.6193178636398296E24,1.686789441291373E24,1.7542610189428062E24,1.8217325965947806E24,1.88920417424606E24,1.9566757518977363E24,2.0241473295497587E24,2.0916189072011823E24,2.1590904848529688E24,2.226562062504424E24,2.294033640156131E24,2.3615052178075743E24,2.428976795459557E24,2.4964483731111297E24,2.5639199507629344E24,2.63139152841439E24,2.6988631060660586E24,2.766334683718019E24,2.833806261369735E24,2.901277839021099E24,2.9687494166724944E24,3.036220994324258E24,3.103692571976365E24,3.1711641496277214E24,3.2386357272796593E24,3.306107304931329E24,3.373578882582871E24
-25.22222446177913,6.747156292142591E23,7.421871921356397E23,8.09658755057207E23,8.771303179784617E23,9.44601880899827E23,1.0120734438213942E24,1.079545006742876E24,1.1470165696641686E24,1.21448813258572E24,1.281959695507179E24,1.3494312584285166E24,1.4169028213501198E24,1.4843743842713306E24,1.551845947192992E24,1.6193175101144116E24,1.6867890730357198E24,1.7542606359569375E24,1.8217321988786763E24,1.8892037617997407E24,1.9566753247211885E24,2.024146887642984E24,2.0916184505641812E24,2.159090013485744E24,2.22656157640697E24,2.2940331393284497E24,2.3615047022496704E24,2.4289762651714376E24,2.496447828092778E24,2.563919391014358E24,2.6313909539355833E24,2.698862516857033E24,2.7663340797787543E24,2.8338056427002397E24,2.9012772056213846E24,2.968748768542561E24,3.036220331464092E24,3.103691894385984E24,3.171163457307113E24,3.238635020228823E24,3.3061065831502683E24,3.373578146071576E24
-25.135710806383464,6.747154376345442E23,7.421869813979534E23,8.096585251615523E23,8.77130068924831E23,9.446016126882275E23,1.0120731564518251E24,1.0795447002153372E24,1.1470162439786563E24,1.214487787742232E24,1.2819593315057188E24,1.3494308752690867E24,1.416902419032728E24,1.484373962795961E24,1.5518455065596415E24,1.619317050323103E24,1.686788594086438E24,1.7542601378496792E24,1.8217316816134503E24,1.8892032253765437E24,1.9566747691400181E24,2.0241463129038438E24,2.091617856667068E24,2.1590894004306636E24,2.2265609441939215E24,2.2940324879574196E24,2.3615040317206665E24,2.4289755754844623E24,2.496447119247838E24,2.563918663011438E24,2.6313902067747006E24,2.6988617505381734E24,2.766333294301932E24,2.833804838065456E24,2.901276381828624E24,2.9687479255918164E24,3.036219469355382E24,3.103691013119283E24,3.1711625568824643E24,3.238634100646206E24,3.3061056444096667E24,3.37357718817301E24
-25.02642531473979,6.747153106157947E23,7.421868416773277E23,8.096583727390548E23,8.771299038004582E23,9.446014348619734E23,1.0120729659236973E24,1.079544496985335E24,1.1470160280467805E24,1.2144875591084805E24,1.281959090170094E24,1.349430621231588E24,1.4169021522933502E24,1.48437368335471E24,1.5518452144165246E24,1.6193167454781069E24,1.6867882765395597E24,1.7542598076009296E24,1.8217313386628302E24,1.8892028697240382E24,1.956674400785646E24,2.0241459318475906E24,2.0916174629089404E24,2.159088993970657E24,2.226560525032043E24,2.2940320560936688E24,2.3615035871550412E24,2.4289751182169584E24,2.49644664927846E24,2.563918180340188E24,2.631389711401571E24,2.698861242463176E24,2.766332773525058E24,2.8338043045867004E24,2.9012758356479874E24,2.968747366709313E24,3.036218897771006E24,3.103690428833049E24,3.1711619598943303E24,3.2386334909562137E24,3.306105022017777E24,3.373576553079248E24
-25.02484207141598,6.747152966942841E23,7.421868263636693E23,8.096583560332425E23,8.771298857024952E23,9.446014153718603E23,1.0120729450414324E24,1.079544474710921E24,1.1470160043802143E24,1.2144875340497626E24,1.281959063719224E24,1.349430593388567E24,1.4169021230581813E24,1.4843736527273886E24,1.5518451823970522E24,1.6193167120664822E24,1.686788241735787E24,1.754259771405005E24,1.821731301074751E24,1.889202830743807E24,1.956674360413267E24,2.0241458900830642E24,2.091617419752262E24,2.159088949421829E24,2.2265604790910615E24,2.294032008760537E24,2.3615035384297622E24,2.4289750680995224E24,2.496446597768878E24,2.563918127438448E24,2.6313896571076883E24,2.698861186777134E24,2.7663327164468695E24,2.8338042461163627E24,2.901275775785495E24,2.968747305454678E24,3.036218835124213E24,3.1036903647941044E24,3.171161894463235E24,3.2386334241329645E24,3.306104953802384E24,3.373576483471705E24
-25.01685362172212,6.747152864604426E23,7.421868151064457E23,8.096583437526327E23,8.771298723985E23,9.446014010444848E23,1.0120729296906749E24,1.0795444583367762E24,1.1470159869826835E24,1.214487515628854E24,1.2819590442749262E24,1.349430572920884E24,1.4169021015671166E24,1.4843736302129405E24,1.5518451588592157E24,1.6193166875052632E24,1.6867882161511873E24,1.7542597447970155E24,1.821731273443382E24,1.8892028020890574E24,1.9566743307351315E24,2.0241458593815446E24,2.0916173880273517E24,2.159088916673542E24,2.226560445319384E24,2.2940319739654798E24,2.3615035026113187E24,2.4289750312577053E24,2.496446559903668E24,2.5639180885498524E24,2.631389617195713E24,2.698861145841768E24,2.76633267448812E24,2.833804203134233E24,2.901275731779982E24,2.968747260425784E24,3.0362187890719366E24,3.1036903177184313E24,3.1711618463641847E24,3.2386333750105264E24,3.3061049036565686E24,3.373576432302506E24
-24.996547665044762,6.747152384541922E23,7.421867622995682E23,8.096582861451306E23,8.77129809990373E23,9.446013338357349E23,1.0120728576812956E24,1.0795443815267746E24,1.1470159053720599E24,1.2144874292175984E24,1.2819589530630523E24,1.3494304769083824E24,1.416902000753983E24,1.4843735245991884E24,1.5518450484448401E24,1.619316572290259E24,1.686788096135559E24,1.754259619980761E24,1.8217311438265056E24,1.8892026676715562E24,1.956674191517005E24,2.0241457153627877E24,2.0916172392079783E24,2.159088763053538E24,2.226560286898759E24,2.2940318107442269E24,2.3615033345894453E24,2.4289748584351947E24,2.496446382280535E24,2.563917906126104E24,2.631389429971327E24,2.698860953816765E24,2.766332477662499E24,2.833804001507966E24,2.901275525353101E24,2.9687470491982754E24,3.0362185730438025E24,3.1036900968896803E24,3.1711616207348037E24,3.238633144580518E24,3.306104668425944E24,3.3735761922712574E24
-24.86143487839433,6.747149774093465E23,7.421864751502365E23,8.096579728913155E23,8.771294706320749E23,9.446009683729485E23,1.0120724661140263E24,1.0795439638550206E24,1.1470154615958204E24,1.2144869593368757E24,1.2819584570778445E24,1.349429954818691E24,1.416901452559809E24,1.484372950300525E24,1.5518444480416936E24,1.6193159457826288E24,1.686787443523451E24,1.7542589412641656E24,1.8217304390054163E24,1.8892019367459814E24,1.9566734344869456E24,2.024144932228249E24,2.0916164299689573E24,2.1590879277100324E24,2.2265594254507652E24,2.2940309231917463E24,2.3615024209324832E24,2.42897391867375E24,2.4964454164146004E24,2.563916914155689E24,2.631388411896428E24,2.698859909637382E24,2.766331407378617E24,2.833802905119618E24,2.90127440286027E24,2.968745900600948E24,3.036217398342E24,3.103688896083387E24,3.1711603938240236E24,3.2386318915652577E24,3.3061033893061953E24,3.373574887047018E24
-24.858109057684874,6.747149818179126E23,7.421864799996603E23,8.096579781815978E23,8.771294763632136E23,9.446009745449439E23,1.0120724727268778E24,1.0795439709087294E24,1.1470154690903875E24,1.2144869672723E24,1.281958465454125E24,1.3494299636358233E24,1.4169014618178023E24,1.4843729599993743E24,1.551844458181398E24,1.6193159563631933E24,1.6867874545448657E24,1.7542589527264426E24,1.8217304509085504E24,1.8892019490899697E24,1.9566734472717954E24,2.0241449454539532E24,2.09161644363552E24,2.1590879418174505E24,2.22655943999904E24,2.2940309381808802E24,2.361502436362464E24,2.428973934544597E24,2.4964454327263E24,2.5639169309082507E24,2.631388429089841E24,2.6988599272716466E24,2.7663314254537445E24,2.8338029236356046E24,2.901274421817108E24,2.9687459199986445E24,3.036217418180556E24,3.103688916362796E24,3.1711604145442993E24,3.2386319127263865E24,3.3061034109081784E24,3.373574909089858E24
-24.820116392054338,6.747149150545582E23,7.4218640655997E23,8.09657898065569E23,8.771293895708507E23,9.446008810762437E23,1.0120723725818424E24,1.0795438640873583E24,1.1470153555926807E24,1.214486847098256E24,1.2819583386037445E24,1.3494298301091153E24,1.4169013216147563E24,1.4843728131199917E24,1.5518443046256784E24,1.619315796131137E24,1.6867872876364717E24,1.7542587791417138E24,1.8217302706474885E24,1.889201762152584E24,1.9566732536580609E24,2.0241447451638847E24,2.0916162366691115E24,2.159087728174706E24,2.2265592196799644E24,2.2940307111854728E24,2.3615022026907142E24,2.428973694196509E24,2.496445185701889E24,2.563916677207489E24,2.631388168712757E24,2.6988596602182305E24,2.7663311517239865E24,2.8338026432295126E24,2.901274134734684E24,2.9687456262398825E24,3.036217117745447E24,3.103688609251357E24,3.1711601007565243E24,3.238631592262274E24,3.3061030837677307E24,3.373574575273081E24
-24.810983698581186,6.747148942279173E23,7.421863836506657E23,8.096578730736023E23,8.771293624962196E23,9.446008519189499E23,1.0120723413418853E24,1.079543830764735E24,1.1470153201873905E24,1.214486809610307E24,1.2819582990331277E24,1.3494297884558334E24,1.4169012778788115E24,1.4843727673013786E24,1.5518442567244074E24,1.619315746147203E24,1.686787235569872E24,1.754258724992453E24,1.8217302144155637E24,1.8892017038379888E24,1.9566731932608045E24,2.024144682683972E24,2.0916161721065267E24,2.1590876615294586E24,2.226559150952055E24,2.2940306403748925E24,2.3615021297974843E24,2.428973619220611E24,2.496445108643322E24,2.563916598066256E24,2.6313880874888593E24,2.6988595769116667E24,2.7663310663347624E24,2.833802555757623E24,2.9012740451801297E24,2.968745534602665E24,3.0362170240255673E24,3.103688513448815E24,3.1711600028713157E24,3.238631492294406E24,3.306102981717201E24,3.373574471139883E24
-24.78534476611524,6.747148324871188E23,7.421863157357844E23,8.096577989846407E23,8.771292822331769E23,9.446007654818287E23,1.0120722487306815E24,1.0795437319794538E24,1.1470152152280292E24,1.2144866984768647E24,1.2819581817256083E24,1.3494296649742356E24,1.416901148223126E24,1.4843726314716184E24,1.5518441147205665E24,1.6193155979692795E24,1.6867870812178706E24,1.7542585644663688E24,1.8217300477154E24,1.8892015309637448E24,1.956673014212482E24,2.0241444974615646E24,2.0916159807100475E24,2.1590874639588952E24,2.2265589472074133E24,2.294030430456173E24,2.3615019137046753E24,2.4289733969537273E24,2.4964448802023576E24,2.5639163634512177E24,2.6313878466997325E24,2.6988593299484713E24,2.7663308131974854E24,2.833802296446252E24,2.901273779694678E24,2.9687452629431396E24,3.0362167461919664E24,3.103688229441133E24,3.171159712689553E24,3.238631195938559E24,3.3061026791872784E24,3.373574162435874E24
-24.765829716685186,6.747147455898012E23,7.421862201487387E23,8.096576947078604E23,8.77129169266667E23,9.446006438255883E23,1.0120721183847092E24,1.0795435929437515E24,1.1470150675025924E24,1.2144865420616978E24,1.2819580166207097E24,1.3494294911796008E24,1.4169009657387668E24,1.484372440297526E24,1.5518439148567437E24,1.619315389415719E24,1.6867868639745864E24,1.75425833853335E24,1.8217298130926495E24,1.8892012876512625E24,1.9566727622102723E24,2.0241442367696197E24,2.091615711328368E24,2.159087185887493E24,2.2265586604462754E24,2.2940301350053016E24,2.361501609564074E24,2.428973084123394E24,2.4964445586822977E24,2.56391603324142E24,2.6313875078002066E24,2.6988589823592017E24,2.766330456918494E24,2.8338019314775337E24,2.9012734060362356E24,2.968744880594956E24,3.0362163551540425E24,3.1036878297134875E24,3.1711593042721684E24,3.238630778831438E24,3.3061022533904317E24,3.3735737279493043E24
-24.7427295605082,6.747147604096082E23,7.421862364505242E23,8.096577124916308E23,8.77129188532416E23,9.446006645733171E23,1.0120721406144192E24,1.0795436166554383E24,1.147015092696264E24,1.21448656873735E24,1.2819580447783421E24,1.3494295208192144E24,1.4169009968603603E24,1.484372472901098E24,1.5518439489422962E24,1.6193154249832595E24,1.6867869010240958E24,1.7542583770648484E24,1.8217298531061255E24,1.889201329146721E24,1.956672805187708E24,2.0241442812290282E24,2.0916157572697668E24,2.1590872333108632E24,2.2265587093516327E24,2.2940301853926424E24,2.3615016614333966E24,2.4289731374746965E24,2.496444613515569E24,2.5639160895566843E24,2.6313875655974484E24,2.698859041638429E24,2.766330517679702E24,2.8338019937207205E24,2.901273469761394E24,2.968744945802099E24,3.036216421843169E24,3.1036878978845924E24,3.171159373925255E24,3.238630849966519E24,3.3061023260074834E24,3.373573802048334E24
-24.74111023102972,6.747147567055766E23,7.421862323760903E23,8.096577080467915E23,8.77129183717175E23,9.446006593876724E23,1.0120721350583726E24,1.079543610728987E24,1.1470150863994117E24,1.2144865620700912E24,1.281958037740683E24,1.3494295134111512E24,1.4169009890818937E24,1.4843724647522314E24,1.5518439404230243E24,1.6193154160935816E24,1.6867868917640188E24,1.7542583674343648E24,1.8217298431052394E24,1.8892013187754302E24,1.956672794446014E24,2.0241442701169347E24,2.0916157457872713E24,2.1590872214579641E24,2.2265586971283265E24,2.2940301727989345E24,2.3615016484692856E24,2.42897312414018E24,2.4964445998106543E24,2.563916075481366E24,2.631387551151723E24,2.6988590268223024E24,2.7663305024931673E24,2.8338019781637874E24,2.901273453834062E24,2.9687449295043634E24,3.036216405175026E24,3.1036878808460486E24,3.171159356516309E24,3.238630832187163E24,3.3061023078577295E24,3.3735737835281745E24
-24.738690575896186,6.747147499426435E23,7.421862249368638E23,8.096576999312726E23,8.771291749253611E23,9.446006499195665E23,1.0120721249139734E24,1.079543599908295E24,1.1470150749024243E24,1.214486549896811E24,1.2819580248911087E24,1.349429499885285E24,1.4169009748797347E24,1.4843724498737796E24,1.5518439248682814E24,1.6193153998625437E24,1.6867868748566862E24,1.7542583498507357E24,1.821729824845322E24,1.889201299839217E24,1.9566727748335068E24,2.024144249828135E24,2.0916157248221728E24,2.1590871998165796E24,2.2265586748106473E24,2.2940301498049614E24,2.3615016247990213E24,2.428973099793619E24,2.496444574787806E24,2.5639160497822173E24,2.631387524776287E24,2.69885899977057E24,2.7663304747651457E24,2.8338019497594695E24,2.9012734247534523E24,2.9687448997474567E24,3.03621637474183E24,3.1036878497365627E24,3.171159324730518E24,3.2386307997250873E24,3.3061022747193526E24,3.373573749713507E24
-24.73407242223434,6.74714745536674E23,7.421862200902964E23,8.096576946441096E23,8.771291691975989E23,9.446006437512087E23,1.0120721183050165E24,1.0795435928587419E24,1.1470150674122757E24,1.2144865419660668E24,1.2819580165197645E24,1.3494294910733458E24,1.4169009656271997E24,1.4843724401806419E24,1.551843914734551E24,1.6193153892882177E24,1.6867868638417602E24,1.7542583383952126E24,1.8217298129492005E24,1.8892012875025028E24,1.9566727620561943E24,2.0241442366102265E24,2.0916157111636668E24,2.1590871857174722E24,2.2265586602709476E24,2.2940301348246628E24,2.3615016093781205E24,2.4289730839321315E24,2.496444558485715E24,2.563916033039529E24,2.6313875075930083E24,2.6988589821466915E24,2.7663304567006636E24,2.8338019312543994E24,2.9012734058077755E24,2.9687448803611866E24,3.036216354914965E24,3.103687829469102E24,3.1711593040224617E24,3.2386307785764354E24,3.306102253130106E24,3.373573727683654E24
-24.688097723331797,6.747146434597599E23,7.421861078056922E23,8.096575721518116E23,8.771290364976129E23,9.446005008435267E23,1.0120719651896477E24,1.0795434295356792E24,1.1470148938815226E24,1.2144863582276193E24,1.281957822573628E24,1.3494292869195188E24,1.4169007512656775E24,1.4843722156114344E24,1.551843679957644E24,1.61931514430362E24,1.6867866086494765E24,1.7542580729952384E24,1.8217295373415367E24,1.8892010016871409E24,1.956672466033148E24,2.0241439303794876E24,2.0916153947252407E24,2.159086859071347E24,2.2265583234171302E24,2.2940297877631485E24,2.36150125210893E24,2.428972716455237E24,2.4964441808011386E24,2.5639156451472565E24,2.631387109493042E24,2.6988585738390376E24,2.7663300381853096E24,2.833801502531355E24,2.901272966877049E24,2.968744431222771E24,3.0362158955688594E24,3.103687359915288E24,3.17115882426097E24,3.23863028860724E24,3.306101752953216E24,3.3735732172990893E24
-24.683143111600874,6.747146485807375E23,7.421861134387674E23,8.096575782969842E23,8.771290431548852E23,9.446005080128992E23,1.012071972871115E24,1.0795434377292448E24,1.1470149025871874E24,1.214486367445383E24,1.2819578323034877E24,1.349429297161473E24,1.4169007620197302E24,1.4843722268775808E24,1.5518436917358948E24,1.619315156593966E24,1.6867866214519225E24,1.7542580863097844E24,1.8217295511681765E24,1.8892010160258817E24,1.956672480883985E24,2.0241439457424234E24,2.091615410600271E24,2.15908687545848E24,2.2265583403163585E24,2.294029805174478E24,2.3615012700323518E24,2.4289727348907635E24,2.496444199748754E24,2.563915664606976E24,2.6313871294648553E24,2.698858594322946E24,2.766330059181325E24,2.8338015240394603E24,2.9012729888972613E24,2.9687444537550714E24,3.036215918613251E24,3.1036873834717895E24,3.171158848329569E24,3.238630313187932E24,3.3061017780460177E24,3.373573242903978E24
-24.678873985562547,6.747146596223244E23,7.421861255845145E23,8.096575915468896E23,8.771290575089458E23,9.446005234711215E23,1.0120719894334974E24,1.0795434553957858E24,1.1470149213578805E24,1.214486387320242E24,1.281957853282501E24,1.3494293192446474E24,1.4169007852070643E24,1.484372251169078E24,1.5518437171315444E24,1.619315183093776E24,1.6867866490558886E24,1.7542581150179042E24,1.8217295809804636E24,1.8892010469423268E24,1.9566725129045837E24,2.0241439788671837E24,2.091615444829188E24,2.1590869107915607E24,2.2265583767536018E24,2.2940298427158778E24,2.3615013086779054E24,2.428972774640481E24,2.496444240602628E24,2.563915706565002E24,2.631387172527049E24,2.698858638489295E24,2.7663301044518344E24,2.8338015704141286E24,2.9012730363760857E24,2.968744502338059E24,3.036215968300396E24,3.1036874342630887E24,3.1711589002250334E24,3.238630366187552E24,3.306101832149793E24,3.373573298111912E24
-24.67338617865998,6.747146740640918E23,7.421861414704564E23,8.096576088770113E23,8.77129076283245E23,9.446005436895948E23,1.0120720110961473E24,1.079543478502616E24,1.1470149459088878E24,1.2144864133154183E24,1.2819578807218604E24,1.3494293481281817E24,1.4169008155347746E24,1.4843722829409657E24,1.5518437503476113E24,1.6193152177540196E24,1.6867866851603081E24,1.7542581525665038E24,1.8217296199732353E24,1.889201087379279E24,1.9566725547857128E24,2.0241440221924862E24,2.0916154895986673E24,2.159086957005218E24,2.2265584244114356E24,2.2940298918178895E24,2.3615013592240932E24,2.428972826630834E24,2.4964442940371664E24,2.5639157614437207E24,2.631387228849943E24,2.6988586962563633E24,2.766330163663078E24,2.833801631069549E24,2.901273098475686E24,2.9687445658818273E24,3.036216033288351E24,3.1036875006952226E24,3.171158968101337E24,3.238630435508039E24,3.3061019029144544E24,3.3735733703207494E24
-24.66004731346517,6.747146318594614E23,7.421860950453645E23,8.096575582314551E23,8.771290214172247E23,9.446004846031107E23,1.0120719477892023E24,1.0795434109752056E24,1.1470148741610175E24,1.214486337347088E24,1.2819578005330616E24,1.349429263718921E24,1.4169007269050525E24,1.484372190090782E24,1.5518436532769596E24,1.6193151164629084E24,1.6867865796487366E24,1.7542580428344625E24,1.8217295060207312E24,1.8892009692063092E24,1.9566724323922837E24,2.0241438955786E24,2.0916153587643167E24,2.1590868219503986E24,2.2265582851361468E24,2.2940297483221425E24,2.361501211507885E24,2.4289726746941737E24,2.496444137880034E24,2.5639156010661227E24,2.6313870642518806E24,2.698858527437842E24,2.766329990624099E24,2.833801453810105E24,2.901272916995764E24,2.9687443801814597E24,3.036215843367513E24,3.103687306553919E24,3.171158769739569E24,3.2386302329258167E24,3.3061016961117625E24,3.373573159297604E24
-24.625290293699116,6.747145389872596E23,7.421859928859427E23,8.096574467848117E23,8.77128900683363E23,9.44600354582029E23,1.0120718084808965E24,1.0795432623796778E24,1.1470147162782694E24,1.2144861701771205E24,1.2819576240758783E24,1.349429077974518E24,1.416900531873428E24,1.484371985771935E24,1.5518434396708937E24,1.619314893569621E24,1.6867863474682275E24,1.7542578013667395E24,1.821729255265782E24,1.889200709164144E24,1.956672163062902E24,2.0241436169619903E24,2.0916150708604915E24,2.1590865247593458E24,2.2265579786578827E24,2.2940294325566527E24,2.36150088645518E24,2.4289723403542377E24,2.49644379425289E24,2.5639152481517567E24,2.6313867020502856E24,2.698858155949036E24,2.766329609848062E24,2.833801063746856E24,2.901272517645299E24,2.968743971543773E24,3.036215425442597E24,3.1036868793417874E24,3.1711583332402143E24,3.238629787139242E24,3.30610124103797E24,3.3735726949365945E24
-24.611502593401415,6.747145267056327E23,7.421859793761529E23,8.09657432046859E23,8.77128884717247E23,9.446003373877502E23,1.0120717900584546E24,1.0795432427290749E24,1.147014695399503E24,1.2144861480701918E24,1.2819576007407844E24,1.3494290534112638E24,1.4169005060820043E24,1.484371958752353E24,1.5518434114231496E24,1.619314864093717E24,1.6867863167641572E24,1.754257769434507E24,1.821729222105387E24,1.8892006747755886E24,1.956672127446179E24,2.0241435801171057E24,2.0916150327874393E24,2.1590864854581372E24,2.2265579381285113E24,2.2940293907991166E24,2.3615008434694746E24,2.42897229614038E24,2.496443748810862E24,2.5639152014815693E24,2.6313866541519373E24,2.6988581068225275E24,2.766329559493386E24,2.8338010121640087E24,2.901272464834296E24,2.9687439175046136E24,3.0362153701752736E24,3.1036868228462993E24,3.171158275516574E24,3.238629728187434E24,3.3061011808579953E24,3.37357263352845E24
