% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
11.431863880342709,6.660682910138609E23,7.32675120115207E23,7.99281949216557E23,8.658887783180034E23,9.324956074193418E23,9.991024365206097E23,1.065709265622106E24,1.1323160947235231E24,1.1989229238248501E24,1.265529752926208E24,1.3321365820277157E24,1.3987434111290942E24,1.4653502402304203E24,1.5319570693318227E24,1.598563898433107E24,1.6651707275346108E24,1.7317775566361536E24,1.7983843857375635E24,1.8649912148387767E24,1.931598043940322E24,1.9982048730413815E24,2.0648117021429997E24,2.1314185312444045E24,2.1980253603458213E24,2.2646321894471215E24,2.3312390185483877E24,2.3978458476497187E24,2.464452676751452E24,2.531059505852419E24,2.5976663349540094E24,2.6642731640554314E24,2.73087999315636E24,2.7974868222581883E24,2.8640936513598927E24,2.930700480460832E24,2.9973073095623534E24,3.0639141386636454E24,3.1305209677649396E24,3.197127796866214E24,3.263734625968245E24,3.3303414550692136E24
11.443515592386248,6.660715399850618E23,7.32678693983528E23,7.992858479819957E23,8.658930019805605E23,9.325001559790211E23,9.9910730997741E23,1.0657144639760277E24,1.132321617974561E24,1.1989287719730127E24,1.2655359259714898E24,1.332143079970117E24,1.398750233968614E24,1.4653573879670625E24,1.531964541965584E24,1.5985716959639845E24,1.6651788499626054E24,1.7317860039612727E24,1.7983931579597993E24,1.8650003119581348E24,1.931607465956798E24,1.9982146199549822E24,2.0648217739537253E24,2.1314289279522414E24,2.1980360819507815E24,2.2646432359492013E24,2.3312503899475865E24,2.3978575439460466E24,2.4644646979448926E24,2.5310718519429807E24,2.5976790059416947E24,2.664286159940234E24,2.730893313938278E24,2.797500467937228E24,2.8641076219360536E24,2.9307147759341175E24,2.997321929932754E24,3.063929083931168E24,3.130536237929575E24,3.197143391927969E24,3.2637505459271243E24,3.330357699925204E24
11.45731702422105,6.660715315093355E23,7.326786846602302E23,7.992858378111236E23,8.658929909621175E23,9.325001441130036E23,9.991072972638182E23,1.065714450414864E24,1.1323216035658272E24,1.1989287567167045E24,1.26553590986761E24,1.332143063018666E24,1.398750216169587E24,1.4653573693204673E24,1.531964522471413E24,1.5985716756222388E24,1.6651788287732903E24,1.731785981924386E24,1.7983931350753438E24,1.8650002882260976E24,1.931607441377193E24,1.9982145945278014E24,2.064821747678973E24,2.131428900829919E24,2.1980360539808826E24,2.2646432071317346E24,2.331250360282543E24,2.3978575134334274E24,2.4644646665847004E24,2.531071819735223E24,2.5976789728863594E24,2.664286126037332E24,2.730893279187792E24,2.797500432339174E24,2.8641075854904236E24,2.930714738640926E24,2.997321891791987E24,3.063929044942826E24,3.130536198093662E24,3.1971433512444776E24,3.263750504396052E24,3.3303576575465736E24
11.480051146331792,6.659688929789339E23,7.325657822767881E23,7.991626715746405E23,8.657595608725966E23,9.323564501704396E23,9.989533394682164E23,1.065550228766222E24,1.132147118064142E24,1.1987440073619812E24,1.265340896659844E24,1.331937785957861E24,1.398534675255745E24,1.465131564553583E24,1.5317284538514878E24,1.5983253431492734E24,1.6649222324472822E24,1.7315191217453392E24,1.7981160110432602E24,1.8647129003409763E24,1.9313097896390299E24,1.997906678936602E24,2.0645035682347257E24,2.1311004575326309E24,2.1976973468305513E24,2.2642942361283665E24,2.3308911254261366E24,2.3974880147239797E24,2.4640849040222117E24,2.53068179331969E24,2.597278682617794E24,2.663875571915722E24,2.730472461213152E24,2.79706935051149E24,2.8636662398097E24,2.9302631291071567E24,2.996860018405175E24,3.0634569077029755E24,3.13005379700077E24,3.196650686298547E24,3.2632475755970833E24,3.329844464894558E24
11.498561286669837,6.659689376089683E23,7.325658313698266E23,7.991627251306851E23,8.657596188916405E23,9.323565126524929E23,9.989534064132691E23,1.065550300174277E24,1.1321471939352045E24,1.1987440876960424E24,1.2653409814569125E24,1.3319378752179305E24,1.3985347689788215E24,1.4651316627396594E24,1.5317285565005718E24,1.5983254502613624E24,1.6649223440223748E24,1.7315192377834333E24,1.798116131544354E24,1.8647130253050765E24,1.931309919066131E24,1.997906812826708E24,2.0645037065878337E24,2.131100600348747E24,2.197697494109674E24,2.2642943878704895E24,2.3308912816312638E24,2.3974881753921073E24,2.464085069153345E24,2.530681962913828E24,2.5972788566749303E24,2.663875750435861E24,2.730472644196305E24,2.797069537957643E24,2.863666431718857E24,2.930263325479311E24,2.9968602192403337E24,3.0634571130011436E24,3.130054006761942E24,3.196650900522725E24,3.2632477942842644E24,3.3298446880447425E24
11.501873533516726,6.659689443853998E23,7.325658388239018E23,7.99162733262401E23,8.657596277010004E23,9.323565221394926E23,9.989534165779159E23,1.0655503110165679E24,1.1321472054551365E24,1.1987440998936198E24,1.26534099433213E24,1.3319378887707935E24,1.3985347832093278E24,1.4651316776478095E24,1.5317285720863626E24,1.5983254665247948E24,1.6649223609634507E24,1.7315192554021504E24,1.798116149840718E24,1.8647130442790837E24,1.9313099387177868E24,1.997906833156002E24,2.06450372759477E24,2.131100622033326E24,2.1976975164718947E24,2.2642944109103536E24,2.3308913053487738E24,2.3974881997872563E24,2.4640850942261403E24,2.5306819886642623E24,2.5972788831030124E24,2.663875777541587E24,2.73047267197967E24,2.7970695664186556E24,2.863666460857507E24,2.9302633552956125E24,2.996860249734276E24,3.063457144172725E24,3.130054038611161E24,3.1966509330495897E24,3.2632478274887843E24,3.329844721926894E24
11.54964188419559,6.659792632398538E23,7.325771895637981E23,7.991751158877442E23,8.657730422117897E23,9.323709685357287E23,9.989688948595947E23,1.065566821183692E24,1.1321647475077038E24,1.1987626738316335E24,1.265360600155589E24,1.3319585264797E24,1.3985564528036744E24,1.4651543791276018E24,1.5317523054516032E24,1.5983502317754815E24,1.6649481580995869E24,1.731546084423723E24,1.798144010747743E24,1.8647419370715505E24,1.931339863395693E24,1.9979377897193564E24,2.0645357160435737E24,2.1311336423675695E24,2.1977315686915892E24,2.2643294950154847E24,2.3309274213393567E24,2.3975253476632852E24,2.464123273987614E24,2.5307212003111813E24,2.5973191266353846E24,2.6639170529594E24,2.7305149792829216E24,2.797112905607349E24,2.86371083193165E24,2.930308758255197E24,2.99690668457931E24,3.0635046109032065E24,3.130102537227097E24,3.196700463550963E24,3.2632983898755926E24,3.329896316199165E24
11.584096058700185,6.660631841019136E23,7.326695025120666E23,7.992758209222184E23,8.658821393324706E23,9.324884577426141E23,9.990947761526877E23,1.0657010945629916E24,1.132307412973209E24,1.1989137313833445E24,1.265520049793508E24,1.3321263682038213E24,1.3987326866140016E24,1.4653390050241395E24,1.5319453234343432E24,1.598551641844429E24,1.6651579602547345E24,1.7317642786650875E24,1.7983705970753062E24,1.864976915485326E24,1.9315832338956698E24,1.9981895523055399E24,2.0647958707159677E24,2.1314021891261727E24,2.1980085075363925E24,2.2646148259465041E24,2.3312211443565763E24,2.3978274627667054E24,2.464433781177248E24,2.531040099587018E24,2.5976464179974193E24,2.6642527364076426E24,2.7308590548173725E24,2.797465373228003E24,2.864071691638515E24,2.9306780100482716E24,2.997284328458581E24,3.0638906468686865E24,3.1304969652787793E24,3.197103283688858E24,3.263709602099691E24,3.330315920509461E24
11.58909037625635,6.660680001639281E23,7.326748001802816E23,7.992816001966356E23,8.658884002130878E23,9.324952002294332E23,9.991020002457075E23,1.0657088002622152E24,1.1323156002786344E24,1.1989224002949721E24,1.2655292003113354E24,1.3321360003278495E24,1.3987428003442337E24,1.4653496003605688E24,1.5319564003769767E24,1.5985632003932643E24,1.665170000409771E24,1.731776800426327E24,1.7983836004427474E24,1.8649904004589644E24,1.9315972004755142E24,1.9982040004915862E24,2.0648108005082102E24,2.1314176005246196E24,2.1980244005410398E24,2.2646312005573492E24,2.3312380005736233E24,2.3978448005899616E24,2.4644516006066975E24,2.531058400622673E24,2.5976652006392834E24,2.664272000655699E24,2.7308788006716315E24,2.7974856006884675E24,2.8640924007051795E24,2.93069920072113E24,2.997306000737655E24,3.0639128007539534E24,3.1305196007702514E24,3.1971264007865285E24,3.2637332008035696E24,3.330340000819535E24
11.627586165322413,6.66085513509368E23,7.326940648602648E23,7.993026162111634E23,8.659111675621592E23,9.325197189130502E23,9.991282702638665E23,1.0657368216149183E24,1.132345372965882E24,1.1989539243167622E24,1.2655624756676697E24,1.3321710270187286E24,1.3987795783696546E24,1.4653881297205353E24,1.5319966810714887E24,1.5986052324223179E24,1.6652137837733711E24,1.7318223351244722E24,1.798430886475433E24,1.865039437826192E24,1.931647989177289E24,1.9982565405279023E24,2.0648650918790702E24,2.1314736432300225E24,2.198082194580989E24,2.2646907459318395E24,2.3312992972826595E24,2.3979078486335401E24,2.464516399984825E24,2.5311249513353415E24,2.5977335026864906E24,2.664342054037457E24,2.7309506053879363E24,2.797559156739309E24,2.8641677080905534E24,2.930776259441064E24,2.9973848107921306E24,3.0639933621429774E24,3.1306019134938205E24,3.1972104648446357E24,3.263819016196222E24,3.3304275675467374E24
11.639219036677574,6.660855124954347E23,7.3269406374494E23,7.993026149944434E23,8.659111662440489E23,9.325197174935473E23,9.991282687429706E23,1.0657368199926251E24,1.1323453712421965E24,1.198953922491683E24,1.2655624737411967E24,1.3321710249908633E24,1.3987795762403937E24,1.465388127489887E24,1.5319966787394404E24,1.5986052299888804E24,1.6652137812385426E24,1.7318223324882492E24,1.798430883737815E24,1.865039434987186E24,1.9316479862368867E24,1.9982565374861028E24,2.064865088735875E24,2.1314736399854394E24,2.1980821912350118E24,2.2646907424844738E24,2.3312992937338947E24,2.3979078449833862E24,2.4645163962332664E24,2.531124947482396E24,2.597733498732162E24,2.6643420499817265E24,2.7309506012308063E24,2.7975591524807874E24,2.86416770373065E24,2.930776254979765E24,2.9973848062294344E24,3.063993357478881E24,3.1306019087283444E24,3.197210459977761E24,3.263819011227956E24,3.330427562477079E24
11.650210482065889,6.66085496322267E23,7.326940459544539E23,7.993025955866422E23,8.659111452189292E23,9.325196948511097E23,9.991282444832195E23,1.065736794115555E24,1.1323453437478131E24,1.1989538933799794E24,1.26556244301218E24,1.3321709926445283E24,1.398779542276746E24,1.4653880919089153E24,1.5319966415411581E24,1.5986051911732772E24,1.6652137408056204E24,1.7318222904380098E24,1.7984308400702638E24,1.865039389702312E24,1.931647939334697E24,1.998256488966603E24,2.064865038599062E24,2.1314735882313042E24,2.1980821378635628E24,2.26469068749571E24,2.3312992371278036E24,2.397907786759981E24,2.4645163363925555E24,2.531124886024361E24,2.5977334356568065E24,2.6643419852890565E24,2.7309505349208196E24,2.797559084553492E24,2.8641676341860316E24,2.9307761838178216E24,2.997384733450179E24,3.0639932830823163E24,3.1306018327144477E24,3.1972103823465544E24,3.263818931979427E24,3.330427481611235E24
11.651182349989888,6.660855012575364E23,7.326940513832504E23,7.993026015089652E23,8.659111516347791E23,9.325197017604875E23,9.991282518861236E23,1.0657368020119856E24,1.1323453521377716E24,1.1989539022634647E24,1.265562452389193E24,1.3321710025150672E24,1.3987795526408122E24,1.4653881027665084E24,1.531996652892277E24,1.5986052030179243E24,1.6652137531437952E24,1.731822303269709E24,1.7984308533954925E24,1.8650394035210678E24,1.9316479536469782E24,1.9982565037724102E24,2.0648650538983968E24,2.1314736040241628E24,2.1980821541499497E24,2.2646907042756214E24,2.3312992544012483E24,2.397907804526951E24,2.4645163546530486E24,2.531124904778388E24,2.5977334549043556E24,2.6643420050301344E24,2.7309505551554226E24,2.7975591052816244E24,2.864167655407694E24,2.9307762055330076E24,2.997384755658897E24,3.063993305784554E24,3.130601855910216E24,3.1972104060358486E24,3.263818956162251E24,3.3304275062875835E24
11.651287109281022,6.660855033356181E23,7.326940536691401E23,7.99302604002663E23,8.659111543362851E23,9.325197046698016E23,9.991282550032456E23,1.0657368053369161E24,1.13234535567051E24,1.1989539060040116E24,1.2655624563375474E24,1.332171006671231E24,1.3987795570047825E24,1.4653881073382874E24,1.5319966576718637E24,1.5986052080053195E24,1.6652137583389987E24,1.7318223086727202E24,1.7984308590063124E24,1.8650394093396957E24,1.9316479596734138E24,1.9982565100066543E24,2.0648650603404502E24,2.1314736106740233E24,2.1980821610076187E24,2.264690711341097E24,2.3312992616745327E24,2.3979078120080447E24,2.464516362341949E24,2.531124912675097E24,2.597733463008872E24,2.664342013342462E24,2.730950563675557E24,2.797559114009565E24,2.8641676643434446E24,2.930776214676566E24,2.997384765010262E24,3.0639933153437274E24,3.130601865677198E24,3.197210416010639E24,3.263818966344849E24,3.3304275166779904E24
11.652825068033533,6.660854998247653E23,7.326940498072014E23,7.99302599789638E23,8.659111497721751E23,9.325196997546094E23,9.991282497369646E23,1.0657367997195528E24,1.1323453497020584E24,1.1989538996844764E24,1.2655624496669228E24,1.3321709996495252E24,1.398779549631989E24,1.465388099614411E24,1.5319966495969008E24,1.5986051995792707E24,1.6652137495618652E24,1.7318222995444982E24,1.7984308495270068E24,1.8650393995093093E24,1.9316479494919383E24,1.998256499474091E24,2.0648650494568063E24,2.131473599439295E24,2.1980821494218E24,2.264690699404196E24,2.3312992493865473E24,2.3979077993689743E24,2.464516349351794E24,2.531124899333849E24,2.5977334493165435E24,2.6643419992990503E24,2.730950549281058E24,2.797559099263978E24,2.864167649246774E24,2.930776199228812E24,2.997384749211418E24,3.0639932991938016E24,3.130601849176186E24,3.1972103991585414E24,3.263818949141668E24,3.330427499123724E24
11.66462604812697,6.660908715094548E23,7.3269995866036E23,7.99309045811268E23,8.659181329622728E23,9.325272201131701E23,9.991363072639963E23,1.0657453944150565E24,1.1323544815660268E24,1.1989635687169141E24,1.2655726558678344E24,1.3321817430189038E24,1.398790830169836E24,1.465399917320726E24,1.5320090044716839E24,1.5986180916225278E24,1.6652271787735862E24,1.7318362659246865E24,1.7984453530756614E24,1.8650544402264318E24,1.9316635273775369E24,1.9982726145281615E24,2.064881701679339E24,2.1314907888302992E24,2.1980998759812736E24,2.2647089631321355E24,2.3313180502829593E24,2.397927137433848E24,2.464536224585143E24,2.531145311735671E24,2.59775439888683E24,2.6643634860378076E24,2.730972573188286E24,2.797581660339672E24,2.8641907474909334E24,2.930799834641445E24,2.9974089217925214E24,3.0640180089433677E24,3.130627096094223E24,3.1972361832450556E24,3.2638452703966444E24,3.330454357547167E24
11.67746551495652,6.659299346196644E23,7.325229280815916E23,7.991159215435186E23,8.657089150055467E23,9.323019084674636E23,9.988949019293133E23,1.0654878953913912E24,1.1320808888533846E24,1.198673882315293E24,1.2652668757772322E24,1.3318598692393232E24,1.398452862701278E24,1.4650458561631907E24,1.5316388496251689E24,1.5982318430870305E24,1.6648248365491123E24,1.7314178300112374E24,1.798010823473237E24,1.8646038169350203E24,1.9311968103971518E24,1.997789803858795E24,2.0643827973209927E24,2.1309757907829706E24,2.1975687842449695E24,2.2641617777068435E24,2.3307547711686953E24,2.397347764630605E24,2.463940758092923E24,2.5305337515544666E24,2.5971267450166475E24,2.6637197384786463E24,2.730312731940151E24,2.796905725402556E24,2.863498718864837E24,2.9300917123263733E24,2.996684705788465E24,3.0632776992503377E24,3.129870692712202E24,3.196463686174061E24,3.2630566796366644E24,3.3296496730982177E24
11.680566490213675,6.659299378385949E23,7.325229316224152E23,7.991159254062365E23,8.657089191901586E23,9.323019129739667E23,9.988949067577095E23,1.0654879005416826E24,1.1320808943255659E24,1.1986738881093699E24,1.2652668818932018E24,1.3318598756771836E24,1.3984528694610312E24,1.4650458632448364E24,1.531638857028712E24,1.5982318508124674E24,1.6648248445964398E24,1.731417838380458E24,1.7980108321643506E24,1.8646038259480325E24,1.9311968197320503E24,1.9977898135155895E24,2.0643828072996763E24,2.1309758010835528E24,2.1975687948674453E24,2.2641617886512113E24,2.3307547824349544E24,2.3973477762187564E24,2.4639407700029704E24,2.530533763786405E24,2.597126757570471E24,2.663719751354367E24,2.730312745137766E24,2.7969057389220624E24,2.86349873270625E24,2.930091726489665E24,2.99668472027366E24,3.063277714057424E24,3.129870707841183E24,3.196463701624935E24,3.263056695409433E24,3.329649689192871E24
11.683048223310177,6.659299367400138E23,7.325229304139757E23,7.991159240879385E23,8.657089177620035E23,9.323019114359544E23,9.988949051098369E23,1.0654878987839522E24,1.1320808924579796E24,1.1986738861319243E24,1.265266879805899E24,1.3318598734800217E24,1.3984528671540126E24,1.465045860827957E24,1.5316388545019746E24,1.59823184817587E24,1.664824841849991E24,1.7314178355241476E24,1.7980108291981812E24,1.8646038228720054E24,1.9311968165461655E24,1.9977898102198455E24,2.0643828038940783E24,2.130975797568091E24,2.1975687912421275E24,2.264161784916037E24,2.3307547785899193E24,2.3973477722638676E24,2.463940765938221E24,2.5305337596118E24,2.597126753286008E24,2.6637197469600433E24,2.7303127406335876E24,2.796905734308025E24,2.863498727982353E24,2.9300917216559077E24,2.9966847153300495E24,3.063277709003949E24,3.129870702677862E24,3.19646369635174E24,3.2630566900263874E24,3.329649683699975E24
11.697071171892372,6.657108935016937E23,7.322819828518229E23,7.988530722019542E23,8.654241615521857E23,9.319952509023056E23,9.985663402523556E23,1.0651374296026358E24,1.1317085189528356E24,1.1982796083029484E24,1.2648506976530903E24,1.3314217870033801E24,1.3979928763535382E24,1.4645639657036533E24,1.5311350550538366E24,1.5977061444039E24,1.6642772337541849E24,1.7308483231045128E24,1.7974194124547122E24,1.8639905018047073E24,1.930561591155031E24,1.9971326805048782E24,2.0637037698552818E24,2.1302748592054613E24,2.196845948555668E24,2.2634170379057487E24,2.3299881272557937E24,2.3965592166059158E24,2.4631303059564314E24,2.5297013953061833E24,2.596272484656563E24,2.6628435740067603E24,2.729414663356469E24,2.7959857527070764E24,2.862556842057564E24,2.9291279314072985E24,2.995699020757594E24,3.062270110107673E24,3.1288411994577466E24,3.1954122888078E24,3.26198337815862E24,3.3285544675083627E24
11.763734163668675,6.65893669767632E23,7.324830367443557E23,7.990724037210813E23,8.656617706979032E23,9.322511376746213E23,9.988405046512638E23,1.065429871628137E24,1.1320192386049308E24,1.198608605581637E24,1.265197972558367E24,1.331787339535257E24,1.3983767065120153E24,1.4649660734887178E24,1.5315554404654936E24,1.5981448074421556E24,1.6647341744190307E24,1.731323541395955E24,1.7979129083727428E24,1.8645022753493323E24,1.9310916423262528E24,1.9976810093026946E24,2.06427037627969E24,2.1308597432564663E24,2.1974491102332625E24,2.2640384772099425E24,2.330627844186581E24,2.3972172111632935E24,2.4638065781404027E24,2.5303959451167375E24,2.596985312093725E24,2.663574679070514E24,2.7301640460468133E24,2.7967534130240307E24,2.8633427800010977E24,2.929932146977428E24,2.996521513954323E24,3.063110880930987E24,3.1297002479076645E24,3.196289614884311E24,3.2628789818617175E24,3.3294683488380555E24
11.764990913853264,6.659739423723289E23,7.325713366095223E23,7.991687308467169E23,8.657661250840107E23,9.323635193211983E23,9.989609135583095E23,1.0655583077956521E24,1.1321557020329168E24,1.1987530962700912E24,1.2653504905072938E24,1.331947884744651E24,1.3985452789818774E24,1.4651426732190507E24,1.5317400674562954E24,1.5983374616934273E24,1.6649348559307748E24,1.7315322501681663E24,1.7981296444054263E24,1.8647270386424869E24,1.9313244328798754E24,1.9979218271167878E24,2.06451922135425E24,2.1311166155914965E24,2.197714009828765E24,2.264311404065911E24,2.3309087983030184E24,2.397506192540204E24,2.464103586777781E24,2.530700981014591E24,2.597298375252047E24,2.663895769489302E24,2.730493163726075E24,2.797090557963755E24,2.8636879522013E24,2.930285346438094E24,2.99688274067546E24,3.063480134912591E24,3.130077529149745E24,3.1966749233868546E24,3.263272317624732E24,3.329869711861543E24
11.773381457505225,6.65980672877349E23,7.325787401650461E23,7.991768074527412E23,8.657748747405362E23,9.323729420282257E23,9.989710093158392E23,1.0655690766036883E24,1.1321671438914535E24,1.1987652111791324E24,1.2653632784668377E24,1.3319613457546927E24,1.39855941304242E24,1.4651574803301002E24,1.5317555476178457E24,1.5983536149054752E24,1.6649516821933283E24,1.7315497494812247E24,1.7981478167689828E24,1.8647458840565457E24,1.9313439513444354E24,1.9979420186318523E24,2.064540085919816E24,2.1311381532075642E24,2.1977362204953325E24,2.2643342877829783E24,2.3309323550705944E24,2.397530422358284E24,2.464128489646362E24,2.5307265569336776E24,2.5973246242216255E24,2.6639226915093855E24,2.730520758796662E24,2.79711882608484E24,2.8637168933728914E24,2.93031496066019E24,2.9969130279480544E24,3.0635110952356914E24,3.1301091625233343E24,3.1967072298109504E24,3.263305297099338E24,3.3299033643866475E24
11.800007536805124,6.65995829266148E23,7.32595412192725E23,7.991949951192993E23,8.657945780459762E23,9.323941609725454E23,9.989937438990375E23,1.0655933268257636E24,1.1321929097524086E24,1.198792492678966E24,1.2653920756055523E24,1.3319916585322893E24,1.3985912414588964E24,1.4651908243854567E24,1.5317904073120802E24,1.5983899902385908E24,1.6649895731653225E24,1.7315891560920965E24,1.7981887390187382E24,1.8647883219451758E24,1.9313879048719485E24,1.9979874877982471E24,2.0645870707250885E24,2.1311866536517192E24,2.1977862365783657E24,2.2643858195048917E24,2.3309854024313895E24,2.3975849853579536E24,2.464184568284909E24,2.5307841512111074E24,2.5973837341379375E24,2.6639833170645786E24,2.730582899990731E24,2.797182482917793E24,2.863782065844721E24,2.930381648770905E24,2.9969812316976426E24,3.0635808146241603E24,3.13018039755069E24,3.1967799804771817E24,3.263379563404439E24,3.329979146330639E24
11.811436156079123,6.659958500162663E23,7.325954350178532E23,7.991950200194411E23,8.65794605021129E23,9.323941900227091E23,9.989937750242155E23,1.0655933600259547E24,1.1321929450276106E24,1.1987925300291807E24,1.2653921150307802E24,1.3319917000325265E24,1.3985912850341445E24,1.465190870035713E24,1.5317904550373522E24,1.598390040038876E24,1.6649896250406198E24,1.731589210042401E24,1.7981887950440584E24,1.8647883800455091E24,1.9313879650472957E24,1.9979875500486015E24,2.064587135050454E24,2.1311867200521007E24,2.197786305053754E24,2.264385890055298E24,2.330985475056809E24,2.397585060058381E24,2.4641846450603487E24,2.530784230061562E24,2.5973838150633994E24,2.663983400065053E24,2.7305829850662203E24,2.797182570068289E24,2.86378215507023E24,2.930381740071418E24,2.996981325073174E24,3.0635809100747044E24,3.130180495076249E24,3.196780080077752E24,3.2633796650800327E24,3.3299792500812316E24
11.814696533539303,6.659958435094545E23,7.325954278603589E23,7.991950122112676E23,8.657945965622722E23,9.323941809131699E23,9.989937652639963E23,1.0655933496150538E24,1.1321929339660297E24,1.1987925183169169E24,1.265392102667837E24,1.331991687018902E24,1.3985912713698368E24,1.4651908557207245E24,1.5317904400716847E24,1.5983900244225276E24,1.664989608773588E24,1.7315891931246907E24,1.7981887774756643E24,1.8647883618264334E24,1.9313879461775416E24,1.9979875305281635E24,2.064587114879336E24,2.1311866992303017E24,2.1977862835812785E24,2.2643858679321346E24,2.33098545228296E24,2.3975850366338526E24,2.464184620985142E24,2.5307842053356753E24,2.5973837896868363E24,2.663983374037804E24,2.7305829583882843E24,2.7971825427396735E24,2.863782127090937E24,2.9303817114414415E24,2.996981295792518E24,3.0635808801433694E24,3.1301804644942335E24,3.196780048845055E24,3.263379633196646E24,3.3299792175471695E24
11.869505881602585,6.656426760171841E23,7.322069436188618E23,7.987712112205417E23,8.653354788223207E23,9.318997464239918E23,9.984640140255938E23,1.0650282816274219E24,1.1315925492291682E24,1.1981568168308304E24,1.2647210844325208E24,1.3312853520343623E24,1.3978496196360715E24,1.4644138872377308E24,1.530978154839466E24,1.5975424224410773E24,1.6641066900429124E24,1.730670957644789E24,1.7972352252465327E24,1.8637994928480784E24,1.930363760449954E24,1.996928028051356E24,2.0634922956533E24,2.13005656325504E24,2.196620830856789E24,2.2631850984584133E24,2.3297493660600144E24,2.3963136336616795E24,2.462877901263748E24,2.5294421688650443E24,2.5960064364669736E24,2.6625707040687247E24,2.729134971669982E24,2.795699239272143E24,2.8622635068741766E24,2.928827774475452E24,2.995392042077299E24,3.061956309678932E24,3.12852057728056E24,3.1950848448821546E24,3.2616491124845166E24,3.3282133800858156E24
11.875474346269046,6.656426702881996E23,7.322069373169792E23,7.987712043457617E23,8.65335471374643E23,9.318997384034167E23,9.984640054321179E23,1.0650282724610485E24,1.1315925394898955E24,1.1981568065186586E24,1.2647210735474526E24,1.3312853405763922E24,1.3978496076052048E24,1.464413874633966E24,1.530978141662804E24,1.5975424086915142E24,1.6641066757204525E24,1.7306709427494297E24,1.7972352097782793E24,1.8637994768069256E24,1.9303637438359052E24,1.9969280108644048E24,2.0634922778934526E24,2.1300565449222883E24,2.1966208119511437E24,2.263185078979872E24,2.3297493460085735E24,2.3963136130373384E24,2.4628778800665054E24,2.529442147094909E24,2.5960064141239374E24,2.6625706811527844E24,2.729134948181149E24,2.7956992152104097E24,2.8622634822395525E24,2.9288277492679217E24,2.9953920162968804E24,3.061956283325608E24,3.128520550354338E24,3.1950848173830284E24,3.261649084412498E24,3.328213351440898E24
11.89629906530254,6.656753629048638E23,7.322428991953071E23,7.988104354857581E23,8.653779717763032E23,9.319455080667442E23,9.98513044357113E23,1.0650805806477107E24,1.131648116938225E24,1.1982156532286491E24,1.2647831895191108E24,1.3313507258097211E24,1.3979182621001972E24,1.4644857983906215E24,1.5310533346811298E24,1.5976208709715098E24,1.6641884072621113E24,1.7307559435527536E24,1.797323479843271E24,1.8638910161335815E24,1.9304585524242235E24,1.997026088714391E24,2.063593625005103E24,2.1301611612956075E24,2.1967286975861303E24,2.2632962338765218E24,2.3298637701668943E24,2.3964313064573186E24,2.4629988427481573E24,2.529566379038224E24,2.5961339153289157E24,2.6627014516194423E24,2.729268987909466E24,2.7958365242003945E24,2.8624040604911927E24,2.9289715967812334E24,2.9955391330718636E24,3.0621066693622597E24,3.1286742056526515E24,3.1952417419430197E24,3.261809278234144E24,3.3283768145242167E24
11.921410300365462,6.656753670645176E23,7.322429037709293E23,7.98810440477342E23,8.653779771838555E23,9.319455138902576E23,9.985130505965923E23,1.0650805873031561E24,1.1316481240096357E24,1.1982156607160303E24,1.264783197422455E24,1.3313507341290285E24,1.39791827083547E24,1.4644858075418662E24,1.53105334424833E24,1.5976208809546776E24,1.6641884176612453E24,1.7307559543678568E24,1.7973234910743377E24,1.863891027780613E24,1.930458564487221E24,1.9970261011933523E24,2.0635936379000303E24,2.1301611746065038E24,2.196728711312986E24,2.26329624801935E24,2.3298637847256832E24,2.3964313214320767E24,2.4629988581388806E24,2.529566394844912E24,2.5961339315515704E24,2.662701468258057E24,2.72926900496405E24,2.79583654167094E24,2.8624040783777064E24,2.9289716150837217E24,2.995539151790305E24,3.06210668849666E24,3.1286742252030264E24,3.195241761909355E24,3.261809298616452E24,3.3283768353224863E24
