26156,26  1,121751E-11  0  5,532229E-5  -0,0001078371
24065,42  4,751241E-12  0  5,717373E-5  -4,469901E-5
22284,1  1,340452E-11  0  -5,631876E-5  9,782136E-5
20748,31  5,478593E-12  0  -4,759885E-5  4,741995E-5
19410,57  1,89126E-11  0  7,670453E-5  -8,806507E-5
18234,88  9,870318E-12  0  6,860359E-5  -3,969223E-5
17193,47  2,143966E-11  0  -7,002796E-5  8,5013E-5
16264,59  1,420158E-11  0  -8,208393E-5  2,12852E-5
15430,93  3,351163E-11  0  4,520479E-5  -0,0001150215
14678,57  1,576231E-11  0  6,016143E-5  -5,367543E-5
13996,16  2,829473E-11  0  -5,56905E-5  8,66469E-5
13374,38  1,273426E-11  0  -5,79238E-5  3,169761E-5
12805,5  4,523121E-11  0  6,814232E-5  -9,774108E-5
12283,04  2,211861E-11  0  7,511085E-5  -2,730892E-5
11801,53  5,706842E-11  0  -5,387456E-5  0,0001109551
11356,36  2,346027E-11  0  -6,92534E-5  3,154603E-5
10943,55  8,046942E-11  0  5,097498E-5  -0,0001258873
10559,7  3,119383E-11  0  6,020823E-5  -5,507019E-5
10201,86  8,475008E-11  0  -6,310733E-5  0,0001135812
9867,485  4,895712E-11  0  -7,172685E-5  6,308131E-5
9554,33  6,410652E-11  0  5,472487E-5  -9,05883E-5
9260,44  3,233466E-11  0  6,380412E-5  -3,516399E-5
8984,091  1,149932E-10  0  -6,766098E-5  0,0001148367
8723,757  6,182328E-11  0  -8,084319E-5  4,969943E-5
8478,086  1,109443E-10  0  5,579832E-5  -0,0001102277
8245,873  6,748202E-11  0  8,065968E-5  -4,771269E-5
8026,041  1,332165E-10  0  -4,968361E-5  0,0001181396
7817,626  8,857738E-11  0  -7,931629E-5  6,380102E-5
7619,761  1,015213E-10  0  4,090269E-5  -9,802665E-5
7431,664  5,621032E-11  0  6,14329E-5  -4,656349E-5
7252,631  1,535574E-10  0  -6,680715E-5  0,0001048671
7082,021  1,080148E-10  0  -9,413979E-5  3,882137E-5
6919,253  1,768014E-10  0  3,326829E-5  -0,0001228613
6763,798  9,016011E-11  0  6,789168E-5  -5,732114E-5
6615,176  1,714043E-10  0  -5,033529E-5  0,0001087348
6472,944  1,091345E-10  0  -8,164764E-5  4,567232E-5
6336,7  1,944044E-10  0  3,38106E-5  -0,0001174655
6206,073  8,164116E-11  0  6,214417E-5  -4,644084E-5
6080,723  2,552995E-10  0  -5,181785E-5  0,0001240289
5960,336  1,180966E-10  0  -7,383713E-5  5,07783E-5
5844,624  2,826776E-10  0  4,763051E-5  -0,0001273335
5733,319  1,290804E-10  0  7,190716E-5  -5,432052E-5
5626,174  3,457444E-10  0  -5,671552E-5  0,0001331582
5522,96  2,290596E-10  0  -9,262403E-5  6,924155E-5
5423,465  2,491736E-10  0  3,128578E-5  -0,0001142354
5327,491  1,406704E-10  0  7,407441E-5  -4,642125E-5
5234,855  4,191923E-10  0  -4,019123E-5  0,0001427316
5145,385  2,50395E-10  0  -8,228641E-5  7,692632E-5
5058,923  2,871951E-10  0  2,351928E-5  -0,0001162557
4975,318  1,412359E-10  0  5,847421E-5  -5,720636E-5
4894,431  3,951658E-10  0  -4,520231E-5  0,0001267911
4816,133  1,792206E-10  0  -7,073922E-5  5,433974E-5
4740,3  5,052974E-10  0  4,284252E-5  -0,0001410577
4666,818  2,451646E-10  0  7,466115E-5  -6,816029E-5
4595,58  4,941506E-10  0  -3,636861E-5  0,0001365751
4526,484  2,315386E-10  0  -6,724556E-5  6,751563E-5
4459,435  6,0245E-10  0  4,744408E-5  -0,0001438081
4394,343  3,947435E-10  0  9,011222E-5  -8,043576E-5
4331,124  5,119196E-10  0  -4,122082E-6  0,0001355123
4269,698  2,110536E-10  0  -2,68697E-5  8,150164E-5
4209,99  6,625433E-10  0  7,374876E-5  -0,000130529
4151,929  4,122388E-10  0  8,567522E-5  -7,913169E-5
4095,448  5,600089E-10  0  -3,376745E-5  0,0001297624
4040,483  3,262862E-10  0  -6,268652E-5  7,915935E-5
3986,974  5,71029E-10  0  4,135757E-5  -0,0001251543
3934,863  2,637459E-10  0  5,335187E-5  -7,049734E-5
3884,097  7,364786E-10  0  -6,232145E-5  0,0001318429
3834,625  3,443005E-10  0  -6,888989E-5  7,031736E-5
3786,396  8,17692E-10  0  6,781033E-5  -0,0001335682
3739,366  4,649309E-10  0  9,30828E-5  -6,147383E-5
3693,49  1,015581E-9  0  -4,339988E-5  0,0001569544
3648,726  6,150834E-10  0  -8,693056E-5  9,009336E-5
3605,034  7,342775E-10  0  2,354644E-5  -0,0001330835
3562,375  2,843323E-10  0  4,393636E-5  -7,054187E-5
3520,715  1,268227E-9  0  -7,859716E-5  0,000154635
3480,018  8,051326E-10  0  -9,594914E-5  9,724699E-5
3440,251  7,57836E-10  0  3,837844E-5  -0,0001252788
3401,382  4,29198E-10  0  6,32925E-5  -7,415159E-5
3363,382  9,915256E-10  0  -7,086296E-5  0,0001282477
3326,222  5,196207E-10  0  -9,122605E-5  5,178478E-5
3289,873  1,364138E-9  0  5,973018E-5  -0,000157138
3254,311  6,080689E-10  0  9,662838E-5  -5,467261E-5
3219,509  2,079515E-9  0  -5,877468E-5  0,0001944287
3185,444  1,474211E-9  0  -0,0001244619  0,0001146364
3152,092  1,015322E-9  0  -1,608467E-6  -0,0001389472
3119,431  4,649385E-10  0  5,56641E-5  -7,457345E-5
3087,44  1,697237E-9  0  -3,714649E-5  0,0001720084
3056,099  8,732782E-10  0  -3,7061E-5  0,0001193228
3025,387  1,212982E-9  0  0,0001077167  -9,822303E-5
2995,287  9,298927E-10  0  0,0001242458  -2,305538E-5
2965,78  1,773182E-9  0  -3,792493E-5  0,0001685664
2936,848  3,329622E-10  0  -7,408522E-5  2,868983E-6
2908,475  6,147937E-9  0  9,351351E-5  -0,0003013295
2880,646  4,179346E-9  0  0,0001546854  -0,0002060424
2853,344  5,229672E-10  0  2,131512E-6  9,025022E-5
2826,554  4,719969E-10  0  -8,175006E-5  2,312598E-5
2800,263  3,510393E-9  0  -1,159693E-6  -0,0002295351
2774,456  7,2399E-10  0  -2,433921E-5  -0,0001003726
2749,121  6,155503E-9  0  -0,0001969896  0,0002241421
2724,245  3,875261E-9  0  -0,0001840394  0,0001455283
2699,814  2,37138E-9  0  8,07935E-5  -0,000162963
2675,818  3,113504E-9  0  0,0001923766  -7,523852E-5
2652,244  5,474856E-9  0  -2,417759E-5  0,0002704264
2629,083  7,685277E-9  0  -0,0001923558  0,0002543159
2606,322  1,11943E-10  0  -3,809065E-5  -2,14306E-6
2583,952  3,356837E-9  0  0,0001838091  9,546725E-5
2561,963  1,493096E-8  0  0,0001877265  0,0003903076
2540,345  5,794654E-9  0  7,278604E-5  0,000257446
2519,088  1,411827E-9  0  2,094884E-6  -0,0001309353
2498,185  8,236794E-10  0  -5,129303E-5  -8,490175E-5
2477,625  6,544819E-9  0  -5,513352E-5  0,0002717721
2457,401  5,297926E-9  0  0,0001060637  0,0002235789
2437,505  9,846978E-9  0  0,0002909548  -0,0001653111
2417,928  7,853861E-9  0  0,0002348196  -0,0001809615
2398,663  3,210589E-9  0  5,274231E-5  0,000180487
2379,703  5,728771E-9  0  5,326947E-5  0,0002434302
2361,04  1,528015E-9  0  0,0001118674  -6,155929E-5
2342,668  2,938996E-9  0  -8,652784E-5  -0,000152924
2324,579  8,182371E-9  0  -0,0002853031  5,685125E-5
2306,767  1,260847E-9  0  1,77111E-5  0,0001119291
2289,227  3,082636E-8  0  0,0005556731  -2,095655E-5
2271,951  3,457055E-8  0  0,0005843361  -1,029668E-5
2254,934  3,254981E-9  0  0,0001756121  2,89732E-5
2238,17  4,886442E-9  0  0,0001241263  -0,0001773285
2221,653  3,466499E-8  0  0,0004962739  -0,0002849623
2205,378  2,627131E-8  0  0,0004839973  0,0001015731
2189,341  2,85513E-8  0  -0,0001010528  0,0005017294
2173,534  3,361441E-8  0  -0,0004630456  0,0002992448
2157,954  9,013743E-9  0  -0,0002689951  -8,935443E-5
2142,596  3,231692E-9  0  -0,0001583482  5,764104E-5
2127,455  3,918943E-8  0  -0,0003801657  0,0004415642
2112,527  2,312459E-8  0  -0,0002484842  0,000368492
2097,806  2,763536E-8  0  0,0004769025  7,312623E-5
2083,29  1,117027E-7  0  0,0009557718  0,0001201602
2068,973  6,029361E-8  0  0,0006881985  0,0001428076
2054,851  4,185785E-8  0  0,0003737861  -0,0004456202
2040,921  2,063441E-7  0  0,0006341823  -0,001114874
2027,178  2,36644E-7  0  0,0009644124  -0,0009650337
2013,619  6,214656E-8  0  0,0006624344  -0,0002085484
2000,24  1,486555E-8  0  -0,0001206277  0,0003151043
1987,038  9,75278E-8  0  -0,0007696968  0,0003802854
1974,01  8,735496E-8  0  -0,0008010041  9,966938E-5
1961,15  3,968556E-8  0  5,508755E-5  -0,0005376973
1948,458  3,591972E-7  0  0,001325077  -0,0009243128
1935,928  3,547988E-7  0  0,001586274  -0,0001700123
1923,559  1,178974E-7  0  0,0002535302  0,0008778913
1911,347  1,294583E-7  0  -0,00093462  0,0001781221
1899,288  4,382442E-7  0  -0,0002784161  -0,001717085
1887,381  3,979749E-7  0  0,0007235276  -0,00147987
1875,623  3,366245E-7  0  -0,0004795908  0,001427125
1864,01  2,325969E-6  0  -0,00277125  0,002790871
1852,539  1,232687E-6  0  -0,002819432  0,0003849277
1841,21  5,891357E-7  0  -0,001185279  -0,001554954
1830,018  5,95739E-7  0  -0,001803208  0,0007531287
1818,961  4,921155E-6  0  -0,004371403  0,003472179
1808,037  2,275881E-6  0  -0,003518268  0,001364594
1797,243  1,438111E-6  0  0,001698295  -0,002450924
1786,578  3,389512E-6  0  0,00432411  -0,00141775
1776,038  6,964099E-7  0  0,0006637172  0,001940125
1765,622  6,791939E-7  0  -0,001596504  -0,001226329
1755,327  2,325769E-5  0  0,005765863  -0,01019404
1745,152  7,759982E-5  0  0,01712046  -0,01261938
1735,094  6,385767E-5  0  0,01901379  -0,00253931
1725,151  2,919097E-5  0  0,0088655  0,009364305
1715,322  1,889112E-5  0  -0,001956613  0,01012733
1705,604  3,564422E-6  0  -0,004205254  0,001470764
1695,996  5,483859E-6  0  -0,0008269628  -0,005432138
1686,495  7,452508E-6  0  0,001193756  -0,006256768
1677,1  5,735229E-6  0  0,0007021346  -0,005512101
1667,809  6,056131E-6  0  9,221899E-5  -0,005677598
1658,62  3,10183E-6  0  -0,0003226968  -0,004028517
1649,532  2,139336E-7  0  -0,00104475  -0,0001506039
1640,544  7,044426E-7  0  -0,001004086  0,001618867
1631,652  1,102524E-7  0  -0,0001426532  -0,0007358483
1622,857  2,20313E-6  0  -0,0005458767  -0,003287551
1614,156  1,935754E-6  0  -0,002249332  -0,002143427
1605,547  1,147162E-6  0  -0,002157097  0,001003528
1597,03  6,273967E-7  0  0,0002663217  0,001729715
1588,603  5,581637E-7  0  0,001020048  -0,001286732
1580,264  6,239366E-6  0  -0,001623557  -0,005214153
1572,013  1,107639E-5  0  -0,003307467  -0,006438388
1563,847  3,488632E-6  0  -0,0004157172  -0,004019662
1555,765  3,522201E-6  0  0,003989929  -0,0006309897
1547,767  6,385019E-6  0  0,005410629  4,78167E-5
1539,85  6,072631E-6  0  0,004728362  -0,00228107
1532,014  8,733878E-6  0  0,004962216  -0,003822668
1524,258  6,733301E-6  0  0,005171272  -0,001789228
1516,579  2,511991E-6  0  0,002989285  0,001457012
1508,978  7,335852E-7  0  9,434597E-5  0,001785586
1501,452  1,644097E-7  0  -0,0004147479  -0,0007330819
1494,001  1,579593E-6  0  0,0002079077  -0,002589442
1486,624  2,169624E-6  0  -0,001432014  -0,002669685
1479,319  7,525675E-6  0  -0,004521683  -0,003328243
1472,085  1,281319E-5  0  -0,004898726  -0,005399031
1464,922  9,969717E-6  0  -0,001333272  -0,006258891
1457,828  7,179795E-6  0  0,003051239  -0,004460554
1450,803  7,627673E-6  0  0,004803833  -0,002766471
1443,845  5,627829E-6  0  0,002827263  -0,00380301
1436,954  6,947051E-6  0  -0,001218468  -0,005096238
1430,128  3,577861E-6  0  -0,00308588  -0,002117505
1423,366  4,746149E-6  0  0,0003383389  0,004276717
1416,668  2,082834E-5  0  0,00531914  0,007191472
1410,033  5,552445E-6  0  0,004053129  0,002168435
1403,46  1,316493E-5  0  -0,003715134  -0,005985919
1396,947  3,38923E-5  0  -0,00801389  -0,007897642
1390,495  2,057932E-6  0  -0,002530655  -0,001100805
1384,103  1,855463E-5  0  0,005532468  0,006117905
1377,768  1,647011E-5  0  0,006486253  0,004215489
1371,492  1,1782E-5  0  0,002430762  -0,006042391
1365,272  5,851019E-5  0  0,00136047  -0,01438398
1359,109  5,08484E-5  0  0,002799418  -0,01311272
1353  8,388323E-6  0  0,0006246052  -0,005385325
1346,947  3,937529E-6  0  -0,003686713  -0,0002858064
1340,948  4,115026E-6  0  -0,003181146  -0,002010773
1335,001  1,165098E-5  0  0,0009082926  -0,006238587
1329,107  1,233276E-5  0  0,0003433312  -0,006448423
1323,265  9,029083E-6  0  -0,005254716  -0,001627787
1317,475  1,851332E-5  0  -0,007223824  0,003053427
1311,734  4,132754E-6  0  -0,002812542  0,002387578
1306,044  3,207942E-6  0  0,000926283  -0,003100911
1300,402  1,97226E-5  0  0,0003267044  -0,007983154
1294,809  2,007305E-5  0  -1,691093E-6  -0,008025841
1289,264  6,683979E-6  0  0,001659887  -0,004302354
1283,767  4,454878E-7  0  0,0006016167  -0,001021441
1278,316  2,709679E-6  0  -0,002814786  -0,0007430911
1272,911  2,661144E-6  0  -0,001053724  -0,002672607
1267,551  1,769769E-5  0  0,005951398  -0,00435965
1262,237  2,222448E-5  0  0,007296296  -0,003813011
1256,967  5,224251E-7  0  -0,0007717836  -0,0009920904
1251,741  1,511241E-5  0  -0,006499908  0,001753333
1246,558  2,047677E-6  0  -0,001449649  0,001997215
1241,417  9,164349E-6  0  0,005158638  0,000649149
1236,319  2,077032E-6  0  0,002320689  0,0008312655
1231,263  8,228829E-6  0  -0,004166329  0,002553348
1226,248  4,2241E-6  0  -0,002774787  0,002111428
1221,273  4,646044E-6  0  0,003402802  -0,001297942
1216,339  5,918779E-6  0  0,002760047  -0,003023748
1211,445  7,43373E-6  0  -0,00450785  -0,0007491257
1206,589  2,077935E-5  0  -0,007608011  0,0001482028
1201,773  1,328217E-5  0  -0,003315293  -0,005072087
1196,995  4,612552E-5  0  0,001307122  -0,01117089
1192,254  3,791685E-5  0  0,002597974  -0,009819066
1187,551  8,50629E-6  0  0,003723995  -0,003015526
1182,885  1,054295E-5  0  0,005288607  -0,0005163747
1178,256  1,576259E-5  0  0,004310987  -0,004827091
1173,662  2,735443E-5  0  0,002084255  -0,008232756
1169,105  1,406668E-5  0  0,002538829  -0,005509529
1164,582  6,176595E-6  0  0,003978884  -0,0004501267
1160,094  4,060914E-6  0  0,00251588  0,002032533
1155,641  1,650177E-6  0  0,001153679  0,0016992
1151,222  7,747886E-6  0  0,004307987  -0,001046683
1146,837  3,377927E-5  0  0,006714934  -0,006320363
1142,485  4,016671E-5  0  0,001164089  -0,009949684
1138,165  3,211914E-5  0  -0,005789793  -0,006791038
1133,879  1,599462E-6  0  -0,001794753  -0,0008455384
1129,624  3,383049E-5  0  0,008972788  -0,001455344
1125,401  5,852597E-5  0  0,009658947  -0,006970238
1121,21  1,235175E-5  0  -0,001564228  -0,005222439
1117,05  3,409863E-5  0  -0,007441306  0,005105588
1112,92  3,295725E-5  0  -0,0006277218  0,008816978
1108,821  6,836586E-6  0  0,003748397  -0,001427633
1104,753  6,085008E-5  0  -0,005171999  -0,01074246
1100,713  9,5512E-5  0  -0,01386034  -0,005420806
1096,704  2,352089E-5  0  -0,006440227  0,003559806
1092,723  3,233803E-5  0  0,008468331  -0,001481578
1088,771  0,0001504686  56,98334  0,01166748  -0,01432756
1084,848  9,436343E-5  0  0,003717794  -0,01409772
1080,953  6,753066E-7  0  0,001131893  0,0004786887
1077,085  6,487749E-5  0  0,007593871  0,009294914
1073,246  4,541404E-5  0  0,009399741  0,003430787
1069,433  4,284958E-6  0  -0,0001212944  -0,003060301
1065,648  4,513209E-5  0  -0,009848939  0,00104802
1061,889  6,165826E-5  0  -0,00922849  0,006921903
1058,156  1,044678E-5  0  -0,00321234  0,0034742
1054,45  9,729726E-6  0  -0,001981064  -0,004096583
1050,77  2,84228E-5  0  -0,005796015  -0,005145243
1047,115  2,775416E-5  0  -0,00757464  -0,0009336922
1043,486  9,081111E-6  0  -0,004326368  0,0004571112
1039,882  1,934123E-6  0  0,00065286  -0,001891291
1036,302  1,194004E-5  0  0,003795422  -0,003184049
1032,747  1,317757E-5  0  0,0046752  -0,002245923
1029,216  1,201685E-5  0  0,004832325  -0,001006622
1025,71  1,676582E-5  0  0,005806094  0,0002267216
1022,227  2,935688E-5  0  0,007640057  0,0005883169
1018,768  4,385442E-5  0  0,008949797  -0,00264982
1015,332  7,958382E-5  0  0,009692604  -0,007942836
1011,919  0,0001229892  57,26104  0,01272877  -0,008890025
1008,529  0,0002194854  57,62482  0,02004963  -0,00503171
1005,162  0,0004397593  57,70105  0,0287436  -0,004923917
1001,817  0,0006804475  57,53498  0,03413616  -0,01191131
998,4946  0,0008132164  57,45184  0,03598811  -0,01602248
995,1939  0,0008033213  57,64189  0,03800669  -0,008851775
991,9149  0,0009507189  57,92378  0,04225389  0,0022445
988,6575  0,00124924  57,99111  0,04799447  0,005806735
985,4214  0,001633969  57,9551  0,05491278  0,004645447
982,2064  0,002168764  58,0222  0,06255822  0,009550135
979,0124  0,002658572  58,15729  0,06698945  0,01974156
975,839  0,00251771  58,22956  0,06342698  0,02379115
972,6862  0,0017524  58,1947  0,05340263  0,01793411
969,5536  0,001172379  58,07856  0,0449401  0,009477888
966,4412  0,0011078  57,91083  0,04446666  0,001784916
963,3487  0,001597786  57,67765  0,05228497  -0,01022122
960,2759  0,002889553  57,49341  0,06639181  -0,02631025
957,2226  0,004875716  57,48182  0,08556712  -0,03506191
954,1888  0,006961736  57,61631  0,1066014  -0,02772041
951,174  0,008818693  57,79552  0,1232286  -0,009282411
948,1783  0,01009769  57,94306  0,1314744  0,009528894
945,2014  0,01074951  58,04605  0,1335014  0,02365166
942,2431  0,01107722  58,10075  0,1335863  0,03128453
939,3033  0,01090868  58,07064  0,1330246  0,02695563
936,3817  0,01038237  57,9082  0,1319089  0,004947732
933,4783  0,01128781  57,63389  0,1333809  -0,0321907
930,5928  0,01539205  57,39704  0,1421434  -0,07286193
927,7252  0,02181693  57,29818  0,159349  -0,1027072
924,8751  0,02759801  57,32417  0,1816036  -0,1104795
922,0425  0,0308724  57,44592  0,204217  -0,09237392
919,2272  0,03255219  57,63104  0,2228933  -0,05446657
916,429  0,03395274  57,83333  0,2334591  -0,008731206
913,6478  0,03507983  58,01937  0,2341363  0,03506567
910,8835  0,03619041  58,16912  0,2291433  0,07048297
908,1358  0,03736775  58,23866  0,2266156  0,08736198
905,4046  0,03713476  58,17053  0,2306172  0,07129261
902,6898  0,03635456  57,94121  0,2375285  0,01677422
899,9913  0,04056182  57,62618  0,2433099  -0,06071034
897,3088  0,05227666  57,39635  0,2525005  -0,1296487
894,6423  0,06595391  57,34501  0,2749486  -0,159511
891,9916  0,07576021  57,46341  0,311885  -0,1345534
889,3566  0,08264157  57,70364  0,3487897  -0,05882076
886,737  0,09027637  57,99616  0,3657072  0,04612025
884,1329  0,09937543  58,27418  0,3546365  0,1513901
881,544  0,1087766  58,49421  0,3265568  0,2348639
878,9702  0,1179885  58,62549  0,3042675  0,2861828
876,4114  0,1259377  58,63812  0,3096864  0,2987411
873,8675  0,1326901  58,51469  0,3521893  0,2644066
871,3383  0,1451904  58,2821  0,4210155  0,1836808
