-180,32  0,0007106367
-180,075  0,0007179158
-179,83  0,0007257166
-179,585  0,0007340515
-179,34  0,0007429465
-179,095  0,0007524474
-178,85  0,0007626164
-178,605  0,0007735201
-178,36  0,0007852119
-178,115  0,0007977162
-177,87  0,0008110209
-177,625  0,000825083
-177,38  0,0008398428
-177,135  0,0008552438
-176,89  0,0008712469
-176,645  0,0008878327
-176,4  0,0009049911
-176,155  0,0009226998
-175,91  0,0009409041
-175,665  0,0009595047
-175,42  0,0009783618
-175,175  0,0009973144
-174,93  0,001016207
-174,685  0,001034917
-174,44  0,001053361
-174,195  0,001071496
-173,95  0,001089294
-173,705  0,001106717
-173,46  0,0011237
-173,215  0,001140144
-172,97  0,001155932
-172,725  0,00117096
-172,48  0,001185162
-172,235  0,001198538
-171,99  0,001211149
-171,745  0,001223103
-171,5  0,001234515
-171,255  0,001245478
-171,01  0,001256039
-170,765  0,001266199
-170,52  0,001275937
-170,275  0,001285248
-170,03  0,001294179
-169,785  0,001302846
-169,54  0,001311429
-169,295  0,001320138
-169,05  0,001329175
-168,805  0,00133869
-168,56  0,001348778
-168,315  0,001359487
-168,07  0,001370866
-167,825  0,001383006
-167,58  0,001396076
-167,335  0,001410323
-167,09  0,001426037
-166,845  0,001443497
-166,6  0,001462912
-166,355  0,001484398
-166,11  0,001507978
-165,865  0,001533633
-165,62  0,001561357
-165,375  0,001591209
-165,13  0,001623329
-164,885  0,001657917
-164,64  0,001695179
-164,395  0,001735265
-164,15  0,001778229
-163,905  0,001824027
-163,66  0,001872538
-163,415  0,001923623
-163,17  0,001977171
-162,925  0,002033122
-162,68  0,002091466
-162,435  0,00215221
-162,19  0,002215337
-161,945  0,002280776
-161,7  0,002348397
-161,455  0,002418022
-161,21  0,002489462
-160,965  0,00256254
-160,72  0,002637115
-160,475  0,002713075
-160,23  0,002790328
-159,985  0,002868776
-159,74  0,002948301
-159,495  0,00302876
-159,25  0,003109991
-159,005  0,003191822
-158,76  0,003274081
-158,515  0,003356606
-158,27  0,003439244
-158,025  0,00352186
-157,78  0,003604353
-157,535  0,003686665
-157,29  0,003768806
-157,045  0,003850859
-156,8  0,003932967
-156,555  0,004015316
-156,31  0,004098097
-156,065  0,004181482
-155,82  0,004265616
-155,575  0,004350637
-155,33  0,004436716
-155,085  0,004524106
-154,84  0,004613179
-154,595  0,004704418
-154,35  0,004798382
-154,105  0,00489562
-153,86  0,004996581
-153,615  0,005101532
-153,37  0,005210522
-153,125  0,00532341
-152,88  0,005439942
-152,635  0,005559864
-152,39  0,005683028
-152,145  0,00580945
-151,9  0,005939306
-151,655  0,006072853
-151,41  0,006210299
-151,165  0,006351681
-150,92  0,006496772
-150,675  0,006645068
-150,43  0,006795859
-150,185  0,006948357
-149,94  0,007101844
-149,695  0,00725577
-149,45  0,007409787
-149,205  0,007563688
-148,96  0,007717279
-148,715  0,007870242
-148,47  0,008022031
-148,225  0,008171858
-147,98  0,008318763
-147,735  0,00846175
-147,49  0,008599941
-147,245  0,008732681
-147  0,008859576
-146,755  0,008980434
-146,51  0,009095166
-146,265  0,009203662
-146,02  0,009305716
-145,775  0,009401012
-145,53  0,009489168
-145,285  0,00956982
-145,04  0,009642695
-144,795  0,009707647
-144,55  0,009764649
-144,305  0,00981373
-144,06  0,009854911
-143,815  0,009888148
-143,57  0,009913318
-143,325  0,009930235
-143,08  0,009938694
-142,835  0,009938522
-142,59  0,009929606
-142,345  0,009911894
-142,1  0,009885391
-141,855  0,009850127
-141,61  0,009806151
-141,365  0,009753515
-141,12  0,009692284
-140,875  0,009622541
-140,63  0,009544392
-140,385  0,009457964
-140,14  0,00936341
-139,895  0,009260915
-139,65  0,009150713
-139,405  0,009033116
-139,16  0,008908534
-138,915  0,008777483
-138,67  0,008640573
-138,425  0,008498468
-138,18  0,008351845
-137,935  0,008201358
-137,69  0,00804762
-137,445  0,007891228
-137,2  0,007732795
-136,955  0,007572996
-136,71  0,00741259
-136,465  0,007252411
-136,22  0,007093329
-135,975  0,006936191
-135,73  0,006781759
-135,485  0,00663068
-135,24  0,006483484
-134,995  0,00634062
-134,75  0,006202503
-134,505  0,006069551
-134,26  0,005942205
-134,015  0,005820907
-133,77  0,005706064
-133,525  0,005598004
-133,28  0,005496937
-133,035  0,005402952
-132,79  0,005316034
-132,545  0,005236108
-132,3  0,005163079
-132,055  0,005096864
-131,81  0,00503741
-131,565  0,004984682
-131,32  0,004938651
-131,075  0,004899266
-130,83  0,004866449
-130,585  0,004840086
-130,34  0,004820038
-130,095  0,004806155
-129,85  0,004798286
-129,605  0,004796289
-129,36  0,00480004
-129,115  0,004809426
-128,87  0,004824353
-128,625  0,00484474
-128,38  0,004870524
-128,135  0,004901654
-127,89  0,004938081
-127,645  0,004979746
-127,4  0,005026564
-127,155  0,005078413
-126,91  0,005135124
-126,665  0,005196491
-126,42  0,005262273
-126,175  0,005332218
-125,93  0,005406071
-125,685  0,005483581
-125,44  0,005564509
-125,195  0,005648613
-124,95  0,005735649
-124,705  0,00582536
-124,46  0,005917471
-124,215  0,006011683
-123,97  0,006107668
-123,725  0,006205054
-123,48  0,006303415
-123,235  0,00640227
-122,99  0,006501088
-122,745  0,006599317
-122,5  0,006696426
-122,255  0,006791954
-122,01  0,006885543
-121,765  0,006976949
-121,52  0,007066018
-121,275  0,007152635
-121,03  0,007236675
-120,785  0,007317961
-120,54  0,007396267
-120,295  0,007471353
-120,05  0,007543031
-119,805  0,007611222
-119,56  0,007676001
-119,315  0,007737578
-119,07  0,007796256
-118,825  0,007852357
-118,58  0,007906169
-118,335  0,007957921
-118,09  0,00800781
-117,845  0,00805606
-117,6  0,00810298
-117,355  0,008149007
-117,11  0,008194685
-116,865  0,008240603
-116,62  0,008287301
-116,375  0,008335188
-116,13  0,008384489
-115,885  0,008435262
-115,64  0,008487462
-115,395  0,008541036
-115,15  0,008596003
-114,905  0,008652498
-114,66  0,008710757
-114,415  0,008771043
-114,17  0,008833552
-113,925  0,008898326
-113,68  0,008965204
-113,435  0,009033826
-113,19  0,009103695
-112,945  0,009174258
-112,7  0,009244988
-112,455  0,009315438
-112,21  0,009385255
-111,965  0,00945415
-111,72  0,009521849
-111,475  0,009588042
-111,23  0,009652362
-110,985  0,009714384
-110,74  0,009773662
-110,495  0,009829778
-110,25  0,009882378
-110,005  0,009931202
-109,76  0,009976066
-109,515  0,01001684
-109,27  0,0100534
-109,025  0,0100856
-108,78  0,01011329
-108,535  0,01013627
-108,29  0,01015439
-108,045  0,01016757
-107,8  0,01017581
-107,555  0,01017924
-107,31  0,01017813
-107,065  0,01017281
-106,82  0,01016376
-106,575  0,0101515
-106,33  0,01013665
-106,085  0,01011993
-105,84  0,01010216
-105,595  0,01008427
-105,35  0,01006729
-105,105  0,0100524
-104,86  0,01004085
-104,615  0,01003401
-104,37  0,01003336
-104,125  0,01004046
-103,88  0,01005697
-103,635  0,01008464
-103,39  0,01012527
-103,145  0,01018069
-102,9  0,01025272
-102,655  0,01034314
-102,41  0,01045369
-102,165  0,01058603
-101,92  0,01074175
-101,675  0,01092235
-101,43  0,01112922
-101,185  0,01136355
-100,94  0,01162624
-100,695  0,01191783
-100,45  0,01223845
-100,205  0,01258775
-99,96  0,01296497
-99,715  0,01336898
-99,47  0,01379833
-99,225  0,01425129
-98,98  0,01472587
-98,735  0,01521972
-98,49  0,0157301
-98,245  0,01625385
-98  0,01678738
-97,755  0,01732677
-97,51  0,01786788
-97,265  0,01840654
-97,02  0,0189386
-96,775  0,01946004
-96,53  0,0199669
-96,285  0,0204553
-96,04  0,02092141
-95,795  0,02136151
-95,55  0,02177213
-95,305  0,0221502
-95,06  0,02249327
-94,815  0,02279953
-94,57  0,02306788
-94,325  0,02329782
-94,08  0,02348931
-93,835  0,0236427
-93,59  0,02375872
-93,345  0,02383857
-93,1  0,02388405
-92,855  0,02389772
-92,61  0,02388298
-92,365  0,02384401
-92,12  0,02378564
-91,875  0,02371314
-91,63  0,02363201
-91,385  0,02354789
-91,14  0,02346652
-90,895  0,02339381
-90,65  0,02333592
-90,405  0,02329933
-90,16  0,02329074
-89,915  0,02331692
-89,67  0,02338453
-89,425  0,02349979
-89,18  0,02366838
-88,935  0,02389529
-88,69  0,02418486
-88,445  0,02454092
-88,2  0,02496688
-87,955  0,02546585
-87,71  0,02604062
-87,465  0,02669356
-87,22  0,02742649
-86,975  0,02824048
-86,73  0,02913572
-86,485  0,03011158
-86,24  0,03116666
-85,995  0,032299
-85,75  0,03350631
-85,505  0,03478613
-85,26  0,03613588
-85,015  0,03755284
-84,77  0,03903401
-84,525  0,04057607
-84,28  0,04217532
-84,035  0,04382777
-83,79  0,04552935
-83,545  0,04727613
-83,3  0,04906454
-83,055  0,05089143
-82,81  0,05275403
-82,565  0,05464984
-82,32  0,0565764
-82,075  0,05853114
-81,83  0,06051127
-81,585  0,06251383
-81,34  0,06453568
-81,095  0,06657365
-80,85  0,06862461
-80,605  0,0706855
-80,36  0,07275339
-80,115  0,0748255
-79,87  0,07689918
-79,625  0,07897184
-79,38  0,08104088
-79,135  0,08310351
-78,89  0,08515651
-78,645  0,08719611
-78,4  0,08921793
-78,155  0,09121706
-77,91  0,09318834
-77,665  0,09512674
-77,42  0,0970276
-77,175  0,09888683
-76,93  0,1007008
-76,685  0,1024661
-76,44  0,1041793
-76,195  0,1058362
-75,95  0,1074325
-75,705  0,1089631
-75,46  0,1104229
-75,215  0,1118074
-74,97  0,1131128
-74,725  0,1143361
-74,48  0,1154757
-74,235  0,1165304
-73,99  0,1174997
-73,745  0,1183831
-73,5  0,11918
-73,255  0,1198894
-73,01  0,1205102
-72,765  0,1210413
-72,52  0,1214817
-72,275  0,1218306
-72,03  0,1220876
-71,785  0,1222525
-71,54  0,1223254
-71,295  0,1223065
-71,05  0,1221958
-70,805  0,121993
-70,56  0,1216976
-70,315  0,1213083
-70,07  0,1208235
-69,825  0,1202413
-69,58  0,1195593
-69,335  0,1187751
-69,09  0,1178866
-68,845  0,1168915
-68,6  0,1157879
-68,355  0,1145741
-68,11  0,1132488
-67,865  0,111811
-67,62  0,1102601
-67,375  0,1085965
-67,13  0,106821
-66,885  0,1049357
-66,64  0,1029435
-66,395  0,1008484
-66,15  0,0986559
-65,905  0,09637228
-65,66  0,09400516
-65,415  0,09156329
-65,17  0,08905653
-64,925  0,08649591
-64,68  0,08389357
-64,435  0,08126273
-64,19  0,07861762
-63,945  0,07597334
-63,7  0,0733456
-63,455  0,0707505
-63,21  0,06820415
-62,965  0,06572236
-62,72  0,06332039
-62,475  0,06101271
-62,23  0,05881283
-61,985  0,05673325
-61,74  0,05478533
-61,495  0,05297921
-61,25  0,05132363
-61,005  0,04982571
-60,76  0,04849078
-60,515  0,04732218
-60,27  0,04632114
-60,025  0,04548678
-59,78  0,04481614
-59,535  0,04430434
-59,29  0,04394464
-59,045  0,04372858
-58,8  0,04364608
-58,555  0,04368553
-58,31  0,04383393
-58,065  0,04407715
-57,82  0,04440013
-57,575  0,04478727
-57,33  0,04522274
-57,085  0,04569077
-56,84  0,04617596
-56,595  0,04666347
-56,35  0,04713919
-56,105  0,04758997
-55,86  0,0480037
-55,615  0,04836961
-55,37  0,04867832
-55,125  0,04892205
-54,88  0,0490947
-54,635  0,04919181
-54,39  0,04921062
-54,145  0,04914996
-53,9  0,04901019
-53,655  0,04879319
-53,41  0,0485023
-53,165  0,04814231
-52,92  0,04771939
-52,675  0,04724097
-52,43  0,04671556
-52,185  0,04615248
-51,94  0,04556155
-51,695  0,04495277
-51,45  0,04433611
-51,205  0,04372134
-50,96  0,04311797
-50,715  0,04253534
-50,47  0,04198261
-50,225  0,04146882
-49,98  0,04100281
-49,735  0,04059301
-49,49  0,04024726
-49,245  0,03997249
-49  0,03977456
-48,755  0,03965822
-48,51  0,03962709
-48,265  0,03968387
-48,02  0,03983048
-47,775  0,04006816
-47,53  0,04039754
-47,285  0,04081855
-47,04  0,04133028
-46,795  0,04193092
-46,55  0,04261762
-46,305  0,04338655
-46,06  0,04423294
-45,815  0,04515128
-45,57  0,04613538
-45,325  0,04717845
-45,08  0,04827317
-44,835  0,04941164
-44,59  0,0505854
-44,345  0,0517854
-44,1  0,05300205
-43,855  0,05422526
-43,61  0,05544456
-43,365  0,05664911
-43,12  0,05782792
-42,875  0,05896992
-42,63  0,06006426
-42,385  0,06110046
-42,14  0,06206867
-41,895  0,06295977
-41,65  0,06376542
-41,405  0,06447792
-41,16  0,06509007
-40,915  0,06559506
-40,67  0,06598652
-40,425  0,06625877
-40,18  0,06640729
-39,935  0,06642923
-39,69  0,06632386
-39,445  0,06609268
-39,2  0,0657392
-38,955  0,06526852
-38,71  0,06468657
-38,465  0,06399965
-38,22  0,06321409
-37,975  0,06233645
-37,73  0,06137391
-37,485  0,06033484
-37,24  0,05922926
-36,995  0,05806885
-36,75  0,0568667
-36,505  0,05563659
-36,26  0,05439223
-36,015  0,05314658
-35,77  0,05191151
-35,525  0,0506978
-35,28  0,04951539
-35,035  0,04837375
-34,79  0,04728211
-34,545  0,04624946
-34,3  0,04528425
-34,055  0,04439397
-33,81  0,04358475
-33,565  0,04286102
-33,32  0,04222552
-33,075  0,04167944
-32,83  0,04122276
-32,585  0,04085453
-32,34  0,04057311
-32,095  0,04037629
-31,85  0,04026122
-31,605  0,04022439
-31,36  0,04026162
-31,115  0,04036808
-30,87  0,04053851
-30,625  0,04076744
-30,38  0,04104944
-30,135  0,04137938
-29,89  0,0417526
-29,645  0,04216503
-29,4  0,04261327
-29,155  0,04309467
-28,91  0,04360736
-28,665  0,04415025
-28,42  0,04472304
-28,175  0,04532618
-27,93  0,04596077
-27,685  0,04662849
-27,44  0,04733152
-27,195  0,04807245
-26,95  0,04885421
-26,705  0,04968001
-26,46  0,05055323
-26,215  0,05147722
-25,97  0,0524551
-25,725  0,05348955
-25,48  0,05458257
-25,235  0,05573535
-24,99  0,05694823
-24,745  0,05822068
-24,5  0,05955135
-24,255  0,06093804
-24,01  0,06237762
-23,765  0,06386594
-23,52  0,06539767
-23,275  0,06696621
-23,03  0,06856382
-22,785  0,07018175
-22,54  0,07181058
-22,295  0,07344064
-22,05  0,07506225
-21,805  0,07666603
-21,56  0,07824299
-21,315  0,07978454
-21,07  0,08128257
-20,825  0,08272957
-20,58  0,0841188
-20,335  0,08544462
-20,09  0,08670275
-19,845  0,08789051
-19,6  0,08900694
-19,355  0,09005275
-19,11  0,09103024
-18,865  0,09194322
-18,62  0,09279701
-18,375  0,09359843
-18,13  0,09435591
-17,885  0,09507945
-17,64  0,09578045
-17,395  0,09647134
-17,15  0,09716503
-16,905  0,09787432
-16,66  0,09861134
-16,415  0,09938723
-16,17  0,1002119
-15,925  0,1010943
-15,68  0,102042
-15,435  0,1030619
-15,19  0,1041595
-14,945  0,1053392
-14,7  0,1066033
-14,455  0,1079522
-14,21  0,1093839
-13,965  0,1108942
-13,72  0,112477
-13,475  0,1141252
-13,23  0,1158312
-12,985  0,1175885
-12,74  0,1193924
-12,495  0,121241
-12,25  0,1231361
-12,005  0,1250837
-11,76  0,1270952
-11,515  0,1291874
-11,27  0,1313835
-11,025  0,1337144
-10,78  0,1362194
-10,535  0,1389477
-10,29  0,1419587
-10,045  0,1453231
-9,8  0,1491227
-9,555  0,1534494
-9,31  0,1584043
-9,065  0,1640966
-8,82  0,1706414
-8,575  0,1781585
-8,33  0,1867705
-8,085  0,196601
-7,84  0,207772
-7,595  0,2204011
-7,35  0,2345984
-7,105  0,2504628
-6,86  0,2680787
-6,615  0,287512
-6,37  0,3088069
-6,125  0,331983
-5,88  0,3570316
-5,635  0,3839137
-5,39  0,4125571
-5,145  0,4428554
-4,9  0,474667
-4,655  0,5078161
-4,41  0,5420935
-4,165  0,5772585
-3,92  0,6130412
-3,675  0,6491445
-3,43  0,6852472
-3,185  0,7210073
-2,94  0,7560676
-2,695  0,7900618
-2,45  0,8226223
-2,205  0,8533882
-1,96  0,8820117
-1,715  0,908164
-1,47  0,9315388
-1,225  0,9518555
-0,98  0,9688619
-0,735  0,9823382
-0,49  0,9921026
-0,245  0,9980184
0  1
0,245  0,9980184
0,49  0,9921026
0,735  0,9823382
0,98  0,9688619
1,225  0,9518555
1,47  0,9315388
1,715  0,908164
1,96  0,8820117
2,205  0,8533882
2,45  0,8226223
2,695  0,7900618
2,94  0,7560676
3,185  0,7210073
3,43  0,6852472
3,675  0,6491445
3,92  0,6130412
4,165  0,5772585
4,41  0,5420935
4,655  0,5078161
4,9  0,474667
5,145  0,4428554
5,39  0,4125571
5,635  0,3839137
5,88  0,3570316
6,125  0,331983
6,37  0,3088069
6,615  0,287512
6,86  0,2680787
7,105  0,2504628
7,35  0,2345984
7,595  0,2204011
7,84  0,207772
8,085  0,196601
8,33  0,1867705
8,575  0,1781585
8,82  0,1706414
9,065  0,1640966
9,31  0,1584043
9,555  0,1534494
9,8  0,1491227
10,045  0,1453231
10,29  0,1419587
10,535  0,1389477
10,78  0,1362194
11,025  0,1337144
11,27  0,1313835
11,515  0,1291874
11,76  0,1270952
12,005  0,1250837
12,25  0,1231361
12,495  0,121241
12,74  0,1193924
12,985  0,1175885
13,23  0,1158312
13,475  0,1141252
13,72  0,112477
13,965  0,1108942
14,21  0,1093839
14,455  0,1079522
14,7  0,1066033
14,945  0,1053392
15,19  0,1041595
15,435  0,1030619
15,68  0,102042
15,925  0,1010943
16,17  0,1002119
16,415  0,09938723
16,66  0,09861134
16,905  0,09787432
17,15  0,09716503
17,395  0,09647134
17,64  0,09578045
17,885  0,09507945
18,13  0,09435591
18,375  0,09359843
18,62  0,09279701
18,865  0,09194322
19,11  0,09103024
19,355  0,09005275
19,6  0,08900694
19,845  0,08789051
20,09  0,08670275
20,335  0,08544462
20,58  0,0841188
20,825  0,08272957
21,07  0,08128257
21,315  0,07978454
21,56  0,07824299
21,805  0,07666603
22,05  0,07506225
22,295  0,07344064
22,54  0,07181058
22,785  0,07018175
23,03  0,06856382
23,275  0,06696621
23,52  0,06539767
23,765  0,06386594
24,01  0,06237762
24,255  0,06093804
24,5  0,05955135
24,745  0,05822068
24,99  0,05694823
25,235  0,05573535
25,48  0,05458257
25,725  0,05348955
25,97  0,0524551
26,215  0,05147722
26,46  0,05055323
26,705  0,04968001
26,95  0,04885421
27,195  0,04807245
27,44  0,04733152
27,685  0,04662849
27,93  0,04596077
28,175  0,04532618
28,42  0,04472304
28,665  0,04415025
28,91  0,04360736
29,155  0,04309467
29,4  0,04261327
29,645  0,04216503
29,89  0,0417526
30,135  0,04137938
30,38  0,04104944
30,625  0,04076744
30,87  0,04053851
31,115  0,04036808
31,36  0,04026162
31,605  0,04022439
31,85  0,04026122
32,095  0,04037629
32,34  0,04057311
32,585  0,04085453
32,83  0,04122276
33,075  0,04167944
33,32  0,04222552
33,565  0,04286102
33,81  0,04358475
34,055  0,04439397
34,3  0,04528425
34,545  0,04624946
34,79  0,04728211
35,035  0,04837375
35,28  0,04951539
35,525  0,0506978
35,77  0,05191151
36,015  0,05314658
36,26  0,05439223
36,505  0,05563659
36,75  0,0568667
36,995  0,05806885
37,24  0,05922926
37,485  0,06033484
37,73  0,06137391
37,975  0,06233645
38,22  0,06321409
38,465  0,06399965
38,71  0,06468657
38,955  0,06526852
39,2  0,0657392
39,445  0,06609268
39,69  0,06632386
39,935  0,06642923
40,18  0,06640729
40,425  0,06625877
40,67  0,06598652
40,915  0,06559506
41,16  0,06509007
41,405  0,06447792
41,65  0,06376542
41,895  0,06295977
42,14  0,06206867
42,385  0,06110046
42,63  0,06006426
42,875  0,05896992
43,12  0,05782792
43,365  0,05664911
43,61  0,05544456
43,855  0,05422526
44,1  0,05300205
44,345  0,0517854
44,59  0,0505854
44,835  0,04941164
45,08  0,04827317
45,325  0,04717845
45,57  0,04613538
45,815  0,04515128
46,06  0,04423294
46,305  0,04338655
46,55  0,04261762
46,795  0,04193092
47,04  0,04133028
47,285  0,04081855
47,53  0,04039754
47,775  0,04006816
48,02  0,03983048
48,265  0,03968387
48,51  0,03962709
48,755  0,03965822
49  0,03977456
49,245  0,03997249
49,49  0,04024726
49,735  0,04059301
49,98  0,04100281
50,225  0,04146882
50,47  0,04198261
50,715  0,04253534
50,96  0,04311797
51,205  0,04372134
51,45  0,04433611
51,695  0,04495277
51,94  0,04556155
52,185  0,04615248
52,43  0,04671556
52,675  0,04724097
52,92  0,04771939
53,165  0,04814231
53,41  0,0485023
53,655  0,04879319
53,9  0,04901019
54,145  0,04914996
54,39  0,04921062
54,635  0,04919181
54,88  0,0490947
55,125  0,04892205
55,37  0,04867832
55,615  0,04836961
55,86  0,0480037
56,105  0,04758997
56,35  0,04713919
56,595  0,04666347
56,84  0,04617596
57,085  0,04569077
57,33  0,04522274
57,575  0,04478727
57,82  0,04440013
58,065  0,04407715
58,31  0,04383393
58,555  0,04368553
58,8  0,04364608
59,045  0,04372858
59,29  0,04394464
59,535  0,04430434
59,78  0,04481614
60,025  0,04548678
60,27  0,04632114
