0.1	4.498969457286612e-8	0.00029992260069211014
0.6	4.7383917950396946e-7	0.0031588362707480485
1.1	8.923201327514689e-7	0.005948628400472824
1.6	1.071870803413995e-6	0.007145598164601781
2.1	9.953546448934464e-7	0.006635505231623893
2.6	7.894856254241099e-7	0.005263084896091828
3.1	6.024951780637944e-7	0.004016518058745234
3.6	5.073111980580246e-7	0.0033819765910026657
4.1	4.896636767720245e-7	0.00326432986034318
4.6	5.045406170562195e-7	0.003363506586541007
5.1	5.19944196316545e-7	0.0034661941374476133
