824,664  0,09223519  1,460962  0,3197935  -0,1158121
823,9268  0,1006007  1,439639  0,33103  -0,1279289
823,1908  0,1079184  1,430306  0,3413015  -0,1355732
822,4562  0,1138015  1,432457  0,3504667  -0,1383414
821,7229  0,117946  1,445655  0,3582993  -0,1359958
820,9908  0,1201519  1,469487  0,3644777  -0,1284903
820,2601  0,1203337  1,503555  0,3685931  -0,1159857
819,5307  0,1185211  1,547469  0,3701775  -0,09885105
818,8026  0,1148542  1,600866  0,3687525  -0,0776532
818,0758  0,1095746  1,663428  0,3638916  -0,05313298
817,3502  0,1030113  1,734894  0,3552876  -0,02616885
816,626  0,09556291  1,81504  0,3428173  0,002270631
815,903  0,08767263  1,903601  0,3265913  0,03118057
815,1813  0,07979235  2,000102  0,3069807  0,05957529
814,4609  0,07233866  2,1036  0,284615  0,08654194
813,7418  0,06564704  2,212362  0,2603506  0,1112872
813,0239  0,05993381  2,323585  0,2352165  0,1331709
812,3073  0,05527489  2,433317  0,2103396  0,1517248
811,5919  0,05160861  2,536717  0,1868618  0,1666548
810,8779  0,04876417  2,628634  0,1658572  0,1778288
810,165  0,04650985  2,704282  0,1482591  0,1852518
809,4534  0,04460963  2,759734  0,1348019  0,1890303
808,7431  0,0428764  2,792101  0,12598  0,1893352
808,034  0,04121118  2,799492  0,1220271  0,1863663
807,3262  0,0396208  2,780921  0,1229143  0,1803234
806,6196  0,03821216  2,736375  0,1283633  0,1713877
805,9142  0,03716651  2,667091  0,137872  0,1597172
805,2101  0,0367007  2,575946  0,1507506  0,1454571
804,5072  0,03702281  2,467667  0,1661668  0,1287633
803,8055  0,0382898  2,348497  0,1831959  0,1098331
803,105  0,04057354  2,225238  0,2008747  0,08894024
802,4058  0,04383963  2,104019  0,2182601  0,0664656
801,7078  0,04794158  1,989428  0,234489  0,04291499
801,011  0,05263149  1,884292  0,2488366  0,01891688
800,3154  0,05758744  1,790007  0,2607689  -0,004801124
799,621  0,06245571  1,707071  0,2699855  -0,02745596
798,9278  0,06690265  1,635556  0,2764474  -0,0482686
798,2358  0,07066733  1,575443  0,2803824  -0,06652978
797,545  0,07360412  1,526806  0,2822652  -0,08165911
796,8554  0,07570628  1,489886  0,2827709  -0,09324641
796,167  0,07710566  1,465072  0,2827052  -0,1010685
795,4798  0,07804863  1,452794  0,2829144  -0,1050781
794,7938  0,07885436  1,453363  0,2841857  -0,1053663
794,109  0,07986419  1,466775  0,2871483  -0,1021058
793,4253  0,0813902  1,492554  0,2921876  -0,09548797
792,7428  0,08366766  1,529714  0,2993819  -0,08566832
792,0615  0,08681487  1,57687  0,3084698  -0,0727295
791,3813  0,09080562  1,632519  0,3188549  -0,05667157
790,7024  0,0954616  1,695345  0,3296473  -0,03743338
790,0245  0,1004717  1,764464  0,3397404  -0,0149421
789,3479  0,1054418  1,839506  0,3479119  0,01081993
788,6724  0,1099716  1,920552  0,3529434  0,03974429
787,9981  0,1137436  2,007948  0,3537445  0,07153505
787,3249  0,1165992  2,102047  0,349469  0,1056692
786,6528  0,1185795  2,202916  0,3396119  0,1413888
785,9819  0,1199117  2,310031  0,3240797  0,1777255
785,3122  0,1209407  2,422002  0,3032271  0,2135533
784,6436  0,1220158  2,536415  0,2778557  0,2476579
783,9761  0,1233593  2,649894  0,2491744  0,2788145
783,3098  0,1249552  2,758421  0,2187252  0,3058644
782,6446  0,1264913  2,857828  0,1882782  0,3277807
781,9805  0,1273806  2,944255  0,1597047  0,3437206
781,3175  0,126873  3,014409  0,1348341  0,353064
780,6557  0,1242401  3,065508  0,1153105  0,3554392
779,995  0,118994  3,095  0,1024567  0,3507332
779,3354  0,1110794  3,100158  0,09715926  0,3390875
778,6769  0,1009829  3,077724  0,09978335  0,320879
778,0196  0,08971591  3,02378  0,1101298  0,2966873
777,3633  0,07866211  2,934255  0,1274393  0,2672517
776,7082  0,06931712  2,806693  0,1504467  0,2334211
776,0541  0,06298571  2,643628  0,1774817  0,1961067
775,4012  0,06051381  2,45588  0,2066104  0,1562406
774,7493  0,06212637  2,261293  0,2358067  0,1147453
