3.6312056737588646e-7	4.0144454627342516e20
3.5555555555555553e-7	3.4760815704766585e20
3.482993197278911e-7	8.35908348510208e19
3.413333333333333e-7	1.0069146439423969e20
3.34640522875817e-7	6.0899386341191836e19
3.282051282051282e-7	3.416295396053281e19
3.2201257861635214e-7	7.178615990179275e19
3.160493827160493e-7	4.256913515391886e19
3.1030303030303027e-7	1.7143852072475866e20
3.047619047619047e-7	1.023472357780352e20
2.9941520467836257e-7	1.1613495863939154e20
2.942528735632184e-7	1.739593634066626e20
2.892655367231638e-7	3.032906219096847e17
2.844444444444444e-7	4.960263721522769e19
2.797814207650273e-7	5.11452514310683e19
2.7526881720430106e-7	1.2280845905755791e20
2.7089947089947086e-7	2.361302952397484e19
2.666666666666666e-7	2.744438638483837e19
2.6256410256410255e-7	1.874648029386259e19
2.585858585858586e-7	2.0710702693411705e19
2.54726368159204e-7	1.0367786738249448e20
2.5098039215686275e-7	1.1021042979402423e20
2.4734299516908207e-7	2.3378453767248392e19
2.4380952380952376e-7	2.6664022916987047e20
2.4037558685446006e-7	3.1404046968055864e20
2.37037037037037e-7	5.061695512798e19
2.3378995433789952e-7	9.939231764412801e19
2.3063063063063062e-7	3.2574572504988176e20
2.2755555555555555e-7	1.284799159828589e20
2.245614035087719e-7	4.483402244643576e19
2.2164502164502162e-7	1.0005176674908889e20
2.1880341880341878e-7	2.37481702849336e19
2.160337552742616e-7	1.141047271761452e20
2.133333333333333e-7	8.677260614984204e19
2.1069958847736624e-7	2.225972935802658e19
2.08130081300813e-7	2.1176022189625672e20
2.0562248995983933e-7	1.4082464240717382e20
2.0317460317460317e-7	1.1883116679143985e19
2.0078431372549018e-7	9.389167417163594e19
1.9844961240310076e-7	3.79970629180591e19
1.961685823754789e-7	4.110955898497363e19
1.939393939393939e-7	1.1069268648304892e20
1.9176029962546815e-7	2.6263768806906647e19
1.896296296296296e-7	5.490880754284256e19
1.8754578754578753e-7	1.0710551461557672e20
1.8550724637681157e-7	8.540648906303899e18
1.8351254480286738e-7	2.875552168102225e19
1.8156028368794323e-7	5.118276366867785e19
1.7964912280701754e-7	9.85381160485207e18
1.7777777777777776e-7	5.79036838641598e19
1.7594501718213055e-7	4.806201597907093e19
1.7414965986394556e-7	1.816159164345472e17
1.7239057239057235e-7	2.6577070596980974e19
1.7066666666666666e-7	1.7419182188274524e19
1.6897689768976896e-7	9.753733872049981e17
1.673202614379085e-7	7.679088955862016e18
1.656957928802589e-7	6.243290592729915e17
1.641025641025641e-7	1.3693183335669301e19
1.6253968253968253e-7	8.957258034040298e18
1.6100628930817607e-7	4.780628572248986e18
1.5950155763239874e-7	1.8770821387766755e19
1.5802469135802466e-7	9.814662621975544e17
1.565749235474006e-7	1.763083843715267e19
1.5515151515151514e-7	1.1067837456492655e19
1.5375375375375375e-7	1.2613562718011521e19
1.5238095238095236e-7	5.37208123305936e18
1.510324483775811e-7	1.3664948072575957e19
1.4970760233918129e-7	5.929559499394109e18
1.4840579710144926e-7	2.127935962626817e18
1.471264367816092e-7	3.3924300804778363e18
1.4586894586894585e-7	2.4785511457745843e18
1.446327683615819e-7	1.7129269807835597e18
1.434173669467787e-7	2.512154611892911e18
1.422222222222222e-7	2.6349371812278707e18
1.4104683195592285e-7	1.971479124671493e18
1.3989071038251365e-7	1.0776489335450739e18
1.3875338753387534e-7	5.409863065438557e17
1.3763440860215053e-7	3.7369777436678835e17
1.3653333333333334e-7	1.2121634995697592e17
1.3544973544973543e-7	1.0337667600407766e17
1.3438320209973753e-7	6.046124692593816e16
1.333333333333333e-7	3.906833419978229e16
1.3229974160206715e-7	9.189502651507038e16
1.3128205128205127e-7	1.8260200657108212e16
1.302798982188295e-7	3.67821571306702e16
1.292929292929293e-7	2.7270864983557075e15
1.2832080200501253e-7	1.8786260869235376e16
1.27363184079602e-7	1.345562267948854e16
1.2641975308641975e-7	6.712390633844024e15
1.2549019607843138e-7	1.6485827869407468e16
1.2457420924574208e-7	4.0032583278559115e15
1.2367149758454104e-7	9.94072297861445e15
1.2278177458033572e-7	3.3660954975039355e15
1.2190476190476188e-7	5.5118685074579e15
1.210401891252955e-7	1.972747904075728e15
1.2018779342723003e-7	3.911236361940542e15
1.1934731934731933e-7	3.373190562295122e15
1.185185185185185e-7	3.647386368958985e15
1.1770114942528734e-7	2.5622921838507345e15
1.1689497716894976e-7	9.030950377294889e14
1.1609977324263038e-7	6.4615020401722016e13
1.1531531531531531e-7	5.990753652353904e15
1.1454138702460848e-7	3.819101946715472e15
1.1377777777777777e-7	1.820609469835974e15
1.1302428256070639e-7	1.5486125199772028e15
1.1228070175438595e-7	8.007280544209098e14
1.1154684095860565e-7	1.7067929258667598e15
1.1082251082251081e-7	5.696495652271676e14
1.1010752688172043e-7	3.891635123843529e14
1.0940170940170939e-7	3.4837157788566406e14
1.0870488322717621e-7	2.609222683916656e14
1.080168776371308e-7	4.520520414751881e14
1.0733752620545073e-7	4.623602916497061e13
1.0666666666666666e-7	1.4637311588288603e14
1.0600414078674947e-7	2.0016903749534503e14
1.0534979423868312e-7	1.1962373069105475e14
1.0470347648261758e-7	1.0076186160115721e15
1.040650406504065e-7	2.634401461472156e14
1.0343434343434342e-7	7.699087752768645e14
1.0281124497991966e-7	1.211926997773055e15
1.0219560878243514e-7	1.393178381535351e15
1.0158730158730159e-7	3.22705489741806e15
1.009861932938856e-7	5.804655030144706e15
1.0039215686274509e-7	1.2624055250373003e17
9.980506822612084e-8	9.820412674295622e16
