0.000000000000000000e+00 3.088600000000000026e-02
3.500000000000014601e-05 3.120900000000000063e-02
7.000000000000029202e-05 3.155199999999999672e-02
1.040000000000009829e-04 3.191399999999999793e-02
1.390000000000011289e-04 3.229800000000000032e-02
1.740000000000012750e-04 3.270300000000000290e-02
2.089999999999996320e-04 3.313100000000000073e-02
2.439999999999997780e-04 3.358200000000000074e-02
2.789999999999998970e-04 3.405699999999999700e-02
3.140000000000000430e-04 3.455799999999999844e-02
3.490000000000001890e-04 3.508499999999999813e-02
3.830000000000009070e-04 3.563800000000000301e-02
4.180000000000010530e-04 3.621900000000000119e-02
4.530000000000011990e-04 3.682900000000000063e-02
4.880000000000013450e-04 3.746800000000000130e-02
5.229999999999997021e-04 3.813699999999999729e-02
5.579999999999997939e-04 3.883700000000000346e-02
5.929999999999999941e-04 3.956900000000000001e-02
6.280000000000000859e-04 4.033300000000000080e-02
6.620000000000008039e-04 4.113100000000000089e-02
6.970000000000010042e-04 4.196199999999999930e-02
7.320000000000010960e-04 4.282699999999999702e-02
7.670000000000012962e-04 4.372700000000000198e-02
8.019999999999996533e-04 4.466200000000000031e-02
8.369999999999997451e-04 4.563400000000000095e-02
8.719999999999999453e-04 4.664100000000000190e-02
9.070000000000000371e-04 4.768499999999999822e-02
9.420000000000002373e-04 4.876599999999999685e-02
9.760000000000008469e-04 4.988299999999999679e-02
1.011000000000001047e-03 5.103800000000000003e-02
1.046000000000001139e-03 5.222999999999999865e-02
1.081000000000001231e-03 5.345899999999999958e-02
1.115999999999999588e-03 5.472400000000000181e-02
1.150999999999999896e-03 5.602700000000000041e-02
1.185999999999999988e-03 5.736499999999999932e-02
1.221000000000000080e-03 5.874000000000000055e-02
1.255000000000000906e-03 6.015000000000000208e-02
1.290000000000000998e-03 6.159400000000000291e-02
1.325000000000001090e-03 6.307200000000000306e-02
1.360000000000001182e-03 6.458400000000000252e-02
1.394999999999999539e-03 6.612700000000000522e-02
1.429999999999999848e-03 6.770199999999999829e-02
1.464999999999999939e-03 6.930600000000000649e-02
1.500000000000000031e-03 7.093800000000000106e-02
1.534000000000000641e-03 7.259799999999999587e-02
1.569000000000000949e-03 7.428300000000000181e-02
1.604000000000001041e-03 7.599100000000000299e-02
1.639000000000001133e-03 7.772199999999999942e-02
1.674000000000001225e-03 7.947300000000000197e-02
1.708999999999999582e-03 8.124099999999999377e-02
1.743999999999999891e-03 8.302600000000000258e-02
1.778999999999999982e-03 8.482399999999999662e-02
1.813000000000000592e-03 8.663300000000000167e-02
1.848000000000000684e-03 8.845200000000000284e-02
1.883000000000000992e-03 9.027599999999999514e-02
1.918000000000001084e-03 9.210500000000000631e-02
1.953000000000001176e-03 9.393400000000000361e-02
1.988000000000001485e-03 9.576099999999999890e-02
2.022999999999999625e-03 9.758400000000000407e-02
2.057999999999999934e-03 9.940000000000000224e-02
2.092000000000000543e-03 1.011999999999999983e-01
2.127000000000000852e-03 1.029999999999999943e-01
2.162000000000000727e-03 1.047700000000000020e-01
2.197000000000001035e-03 1.065200000000000036e-01
2.232000000000001344e-03 1.082599999999999951e-01
2.267000000000001219e-03 1.099600000000000022e-01
2.301999999999999793e-03 1.116400000000000031e-01
2.336999999999999668e-03 1.132800000000000057e-01
2.371000000000000277e-03 1.148900000000000060e-01
2.406000000000000586e-03 1.164599999999999941e-01
2.441000000000000895e-03 1.179899999999999977e-01
2.476000000000000770e-03 1.194700000000000067e-01
2.510900000000001239e-03 1.209100000000000036e-01
2.545799999999999973e-03 1.222899999999999959e-01
2.580700000000000442e-03 1.236199999999999938e-01
2.615500000000001071e-03 1.248999999999999971e-01
2.650400000000001106e-03 1.261099999999999999e-01
2.685299999999999840e-03 1.272699999999999942e-01
2.720200000000000309e-03 1.283600000000000019e-01
2.755000000000000938e-03 1.293799999999999950e-01
2.789900000000001407e-03 1.303400000000000114e-01
2.824799999999999707e-03 1.312200000000000033e-01
2.859700000000000176e-03 1.320300000000000085e-01
2.894600000000000645e-03 1.327699999999999991e-01
2.929400000000001274e-03 1.334299999999999931e-01
2.964299999999999574e-03 1.340099999999999902e-01
2.999200000000000043e-03 1.345200000000000007e-01
3.034100000000000512e-03 1.349400000000000044e-01
3.068900000000001141e-03 1.352800000000000114e-01
3.103799999999999875e-03 1.355399999999999938e-01
3.138699999999999910e-03 1.357200000000000073e-01
3.173600000000000379e-03 1.358199999999999963e-01
3.208400000000001008e-03 1.358300000000000063e-01
3.243299999999999742e-03 1.357599999999999918e-01
3.278200000000000211e-03 1.356100000000000083e-01
3.313100000000000246e-03 1.353699999999999903e-01
3.347900000000000875e-03 1.350500000000000034e-01
3.382799999999999609e-03 1.346499999999999919e-01
3.417700000000000078e-03 1.341700000000000115e-01
3.452600000000000547e-03 1.336100000000000065e-01
3.487400000000001176e-03 1.329799999999999871e-01
3.522300000000001211e-03 1.322599999999999887e-01
3.557199999999999945e-03 1.314700000000000035e-01
3.592100000000000414e-03 1.306100000000000039e-01
3.626900000000001043e-03 1.296799999999999897e-01
3.661800000000001512e-03 1.286799999999999888e-01
3.696699999999999812e-03 1.276100000000000012e-01
3.731600000000000281e-03 1.264699999999999991e-01
3.766400000000000910e-03 1.252699999999999925e-01
3.801300000000001379e-03 1.240200000000000052e-01
3.836200000000000113e-03 1.227000000000000035e-01
3.871100000000000148e-03 1.213299999999999934e-01
3.906000000000000617e-03 1.199100000000000027e-01
3.940800000000001246e-03 1.184400000000000036e-01
3.975699999999999547e-03 1.169300000000000062e-01
4.010600000000000449e-03 1.153700000000000003e-01
