-1.128784688505195938e+14 2.205643000000000052e-08 0.000000000000000000e+00
-1.126295368059518438e+14 2.047002000000000041e-08 0.000000000000000000e+00
-1.123805628466060312e+14 1.948276999999999930e-08 0.000000000000000000e+00
-1.121315967335146719e+14 1.903676999999999981e-08 0.000000000000000000e+00
-1.118826456619566406e+14 1.905328999999999842e-08 0.000000000000000000e+00
-1.116337167627195000e+14 1.943257000000000127e-08 0.000000000000000000e+00
-1.113847757182510938e+14 2.004345000000000072e-08 0.000000000000000000e+00
-1.111358300846847969e+14 2.071453999999999948e-08 0.000000000000000000e+00
-1.108868463364808750e+14 2.124128000000000133e-08 0.000000000000000000e+00
-1.106379141091615469e+14 2.141605000000000071e-08 0.000000000000000000e+00
-1.103889589116656250e+14 2.107599999999999960e-08 0.000000000000000000e+00
-1.101399885815978438e+14 2.015162999999999858e-08 0.000000000000000000e+00
-1.098910511684373750e+14 1.869498999999999977e-08 0.000000000000000000e+00
-1.096421137249193750e+14 1.687232999999999978e-08 0.000000000000000000e+00
-1.093931439643423281e+14 1.492021000000000136e-08 0.000000000000000000e+00
-1.091441897278098125e+14 1.307937999999999956e-08 0.000000000000000000e+00
-1.088952585056128906e+14 1.153006000000000061e-08 0.000000000000000000e+00
-1.086463183446204375e+14 1.035128999999999931e-08 0.000000000000000000e+00
-1.083973379431684219e+14 9.516243000000000346e-09 0.000000000000000000e+00
-1.081484036886820469e+14 8.920653999999999830e-09 0.000000000000000000e+00
-1.078994451208824375e+14 8.429298999999999927e-09 0.000000000000000000e+00
-1.076505091085107031e+14 7.921257999999999779e-09 0.000000000000000000e+00
-1.074015647777057812e+14 7.319162999999999906e-09 0.000000000000000000e+00
-1.071525818953330938e+14 6.597272999999999620e-09 0.000000000000000000e+00
-1.069036452278695312e+14 5.772744999999999590e-09 0.000000000000000000e+00
-1.066546862715102344e+14 4.889416999999999722e-09 0.000000000000000000e+00
-1.064057511661270625e+14 4.002509000000000163e-09 0.000000000000000000e+00
-1.061568100881959375e+14 3.168088000000000155e-09 0.000000000000000000e+00
-1.059078338441624844e+14 2.436473999999999997e-09 0.000000000000000000e+00
-1.056589055816302500e+14 1.847005000000000075e-09 0.000000000000000000e+00
-1.054099587139802031e+14 1.423060999999999952e-09 0.000000000000000000e+00
-1.051610017556506094e+14 1.169080999999999967e-09 0.000000000000000000e+00
-1.049120431417013125e+14 1.072621999999999980e-09 0.000000000000000000e+00
-1.046630912278043438e+14 1.112749999999999906e-09 0.000000000000000000e+00
