0.05;38.1;16;26.7;16.3;30.8;;;;;
0.1;91.7;97.8;104.4;83.6;80.7;;;;;
0.15;100.2;113.6;103;112.1;127.9;;;;;
0.2;136.2;125;117.6;120.8;138.2;;;;;
0.25;148.8;143.8;171.3;139;141.7;;;;;
0.3;148.1;156.8;130.6;155.3;146.5;;;;;
0.35;155;129.8;132.4;147.6;156.3;;;;;
0.4;146.7;157.1;143.7;141.4;147;;;;;
0.5;151.6;153.8;139;138.6;130.5;;;;;
0.6;139;138.6;144.2;160.9;150.4;;;;;
0.8;120.8;98.9;129.1;124.3;130.1;;;;;
1;111;98;108.7;112;134.7;;;;;
